,x,y,EC_0.60,predicted_pH_H2O_10cm
164,107808.063,183287.692,30.162433239768564,6.537513380969807
165,107808.062,183287.692,30.2658183173851,6.537647421659704
166,107808.061,183287.691,30.258475756950894,6.537637901892549
167,107808.059,183287.69,30.272036396127096,6.53765548351528
168,107808.059,183287.69,30.34082275026388,6.5377446663120296
169,107808.058,183287.69,30.289235628893547,6.537677782642764
170,107808.057,183287.689,30.326226523504864,6.537725742030598
171,107808.056,183287.689,30.343127905615468,6.5377476549891265
172,107808.055,183287.688,30.33464082643524,6.537736651331977
173,107808.049,183287.685,30.492195238327074,6.537940923578544
174,107808.049,183287.685,30.50937774416728,6.537963201019255
175,107808.048,183287.685,30.51839254662141,6.537974888879516
176,107808.047,183287.684,30.418190922310043,6.5378449755964665
177,107808.04,183287.681,30.594911388489585,6.5380740969914655
178,107808.04,183287.681,30.577713093635783,6.538051799080003
179,107808.04,183287.681,30.54333614881689,6.538007228727044
180,107808.04,183287.681,30.526142032334352,6.537984936232918
181,107808.04,183287.681,30.526142032334352,6.537984936232918
182,107808.04,183287.681,30.56053298411301,6.538029524746163
183,107808.04,183287.681,30.56053298411301,6.538029524746163
184,107808.04,183287.681,30.54333614881689,6.538007228727044
185,107808.04,183287.681,30.526142032334352,6.537984936232918
186,107808.04,183287.681,30.474568153127464,6.537918069732365
187,107808.04,183287.681,30.474568153127464,6.537918069732365
188,107808.039,183287.681,30.50894804043166,6.537962643900312
189,107808.039,183287.681,30.50894804043166,6.537962643900312
190,107808.039,183287.681,30.491750702902348,6.537940347230038
191,107808.039,183287.681,30.474568153127464,6.537918069732365
192,107808.039,183287.68,30.47041848867949,6.537912689614671
193,107808.039,183287.68,30.46141239047329,6.5379010130396304
194,107808.039,183287.68,30.46141239047329,6.5379010130396304
195,107808.038,183287.68,30.44421451332401,6.53787871566973
196,107808.038,183287.68,30.39988219152321,6.537821237984014
197,107808.037,183287.68,30.468654057922425,6.537910401997141
198,107808.037,183287.679,30.48326642302544,6.537929347202238
199,107808.036,183287.679,30.46606088612577,6.537907039901326
200,107808.036,183287.679,30.365996919928424,6.5377773050946
201,107808.035,183287.679,30.422753656366535,6.537850891266647
202,107808.035,183287.678,30.37272119531794,6.537786023243613
203,107808.034,183287.678,30.335744482231515,6.537738082242392
204,107808.032,183287.677,30.370135460602256,6.537782670790114
205,107808.031,183287.676,30.404515080355612,6.537827244611176
206,107808.03,183287.676,30.388865549413257,6.5378069547011375
207,107808.029,183287.676,30.458696328413208,6.537897491614288
208,107808.029,183287.675,30.424311460236773,6.537852910988548
209,107808.028,183287.675,30.43996647884665,6.5378732080134485
210,107808.028,183287.675,30.422753656366535,6.537850891266647
211,107808.028,183287.675,30.43996647884665,6.5378732080134485
212,107808.028,183287.675,30.43996647884665,6.5378732080134485
213,107808.027,183287.674,30.43996647884665,6.5378732080134485
214,107808.026,183287.674,30.40670452767374,6.53783008327064
215,107808.024,183287.673,30.465008126617622,6.537905674978902
216,107808.019,183287.67,30.40670452767374,6.53783008327064
217,107808.019,183287.67,30.423905801925997,6.537852385044948
218,107808.019,183287.67,30.423905801925997,6.537852385044948
219,107808.019,183287.67,30.44108951962013,6.53787466405685
220,107808.019,183287.67,30.44108951962013,6.53787466405685
221,107808.019,183287.67,30.40670452767374,6.53783008327064
222,107808.019,183287.67,30.38951398008148,6.537807795403647
223,107808.018,183287.67,30.37232059873251,6.537785503862635
224,107808.016,183287.669,30.337932980953383,6.537740919671983
225,107808.014,183287.668,30.32074048415505,6.537718629277808
226,107808.011,183287.667,30.343199837525,6.537747748250195
227,107808.002,183287.662,30.549645035364808,6.538015408316641
228,107808.002,183287.662,30.515260247342567,6.537970827794822
229,107808.001,183287.662,30.512646930238105,6.537967439580239
230,107808.001,183287.661,30.512646930238105,6.537967439580239
231,107807.998,183287.66,30.58404549369598,6.538060009155309
232,107807.998,183287.66,30.60123021539958,6.538082289468928
233,107807.998,183287.66,30.61842877591037,6.5381045877248205
234,107807.998,183287.66,30.635619096222676,6.538126875297141
235,107807.998,183287.66,30.635619096222676,6.538126875297141
236,107807.998,183287.66,30.61842877591037,6.5381045877248205
237,107807.998,183287.66,30.56684830313648,6.538037712675584
238,107807.998,183287.66,30.515260247342567,6.537970827794822
239,107807.998,183287.66,30.498057358165195,6.537948523926732
240,107807.997,183287.66,30.47826949025487,6.53792286858529
241,107807.995,183287.659,30.516801619288625,6.5379728262124255
242,107807.994,183287.658,30.479814090376,6.537924871188283
243,107807.993,183287.658,30.479814090376,6.537924871188283
244,107807.992,183287.657,30.44283738069756,6.537876930191481
245,107807.991,183287.657,30.47721874159528,6.537921506269969
246,107807.991,183287.657,30.511606385274906,6.537966090494201
247,107807.991,183287.656,30.511606385274906,6.537966090494201
248,107807.991,183287.656,30.47721874159528,6.537921506269969
249,107807.99,183287.656,30.54599935063637,6.538010681618094
250,107807.99,183287.656,30.54599935063637,6.538010681618094
251,107807.988,183287.655,30.511606385274906,6.537966090494201
252,107807.982,183287.652,30.530265643095937,6.53799028257152
253,107807.98,183287.651,30.49742135962644,6.537947699342713
254,107807.98,183287.651,30.480220455298557,6.537925398048018
255,107807.98,183287.651,30.463030535333125,6.537903110994755
256,107807.979,183287.651,30.49742135962644,6.537947699342713
257,107807.978,183287.65,30.531792410614035,6.537992262054209
258,107807.976,183287.649,30.51461540835061,6.537969991748988
259,107807.975,183287.649,30.517214869820418,6.537973361999481
260,107807.974,183287.648,30.500011615109777,6.537951057657471
261,107807.973,183287.648,30.500011615109777,6.537951057657471
262,107807.972,183287.647,30.55045969860025,6.538016464542787
263,107807.971,183287.647,30.55045969860025,6.538016464542787
264,107807.971,183287.647,30.55045969860025,6.538016464542787
265,107807.971,183287.647,30.567650540976604,6.538038752791973
266,107807.97,183287.646,30.55045969860025,6.538016464542787
267,107807.967,183287.645,30.496281630757142,6.5379462216628825
268,107807.962,183287.642,30.4462252561058,6.537881322635414
269,107807.962,183287.642,30.42906928075457,6.537859079591979
270,107807.959,183287.641,30.423759257760395,6.537852195047692
271,107807.958,183287.641,30.44095131261912,6.537874484868884
272,107807.958,183287.64,30.44095131261912,6.537874484868884
273,107807.957,183287.64,30.44095131261912,6.537874484868884
274,107807.956,183287.639,30.507239931442847,6.537960429305009
275,107807.955,183287.639,30.524428133917198,6.5379827141315126
276,107807.955,183287.639,30.524428133917198,6.5379827141315126
277,107807.955,183287.639,30.55883183132511,6.5380273191697045
278,107807.955,183287.639,30.51924671157437,6.5379759963203785
279,107807.954,183287.639,30.536445140157515,6.537998294405224
280,107807.954,183287.639,30.51924671157437,6.5379759963203785
281,107807.954,183287.639,30.484851899069263,6.53793140280163
282,107807.954,183287.639,30.450488433138545,6.537886849924302
283,107807.954,183287.638,30.43327706728369,6.537864535066041
284,107807.954,183287.638,30.41608157067506,6.537842240782556
285,107807.953,183287.638,30.41608157067506,6.537842240782556
286,107807.953,183287.638,30.44933235268731,6.5378853510443395
287,107807.952,183287.638,30.48372395719094,6.5379299404038544
288,107807.952,183287.637,30.535295956024,6.5379968044664665
289,107807.951,183287.637,30.55249425032784,6.538019102377216
290,107807.951,183287.637,30.626458515220044,6.538114998432261
291,107807.95,183287.637,30.59207046929659,6.538070413686512
292,107807.95,183287.637,30.50350689605296,6.537955589354693
293,107807.95,183287.636,30.50350689605296,6.537955589354693
294,107807.95,183287.636,30.50350689605296,6.537955589354693
295,107807.95,183287.636,30.486306987433164,6.537933289350953
296,107807.949,183287.636,30.469125387342267,6.537911013084563
297,107807.949,183287.636,30.469125387342267,6.537911013084563
298,107807.947,183287.635,30.45306969881797,6.537890196583612
299,107807.942,183287.633,30.377961106422173,6.537792816886522
300,107807.942,183287.633,30.500914492208608,6.537952228254544
301,107807.941,183287.632,30.52069856745841,6.537977878678731
302,107807.938,183287.631,30.386969529866423,6.5378044964762765
303,107807.924,183287.623,30.518109678286795,6.53797452213542
304,107807.924,183287.623,30.500914492208608,6.537952228254544
305,107807.924,183287.623,30.500914492208608,6.537952228254544
306,107807.924,183287.623,30.500914492208608,6.537952228254544
307,107807.924,183287.623,30.518109678286795,6.53797452213542
308,107807.924,183287.623,30.55249425032784,6.538019102377216
309,107807.924,183287.623,30.56968994216316,6.538041396913817
310,107807.923,183287.623,30.48372395719094,6.5379299404038544
311,107807.923,183287.623,30.48372395719094,6.5379299404038544
312,107807.922,183287.623,30.48372395719094,6.5379299404038544
313,107807.92,183287.622,30.557689096546657,6.538025837592657
314,107807.915,183287.619,30.539671155325728,6.538002476994325
315,107807.915,183287.619,30.62338564369259,6.53811101439676
316,107807.914,183287.619,30.62338564369259,6.53811101439676
317,107807.913,183287.619,30.5729327894686,6.538045601326099
318,107807.906,183287.615,30.415674506527605,6.537841713016263
319,107807.906,183287.615,30.398476851539584,6.537819415934398
320,107807.906,183287.615,30.415674506527605,6.537841713016263
321,107807.906,183287.615,30.45005600554227,6.537886289273822
322,107807.906,183287.615,30.50164283572469,6.537953172565557
323,107807.906,183287.615,30.536028491076365,6.537997754211885
324,107807.904,183287.614,30.500515102937104,6.537951710438872
325,107807.898,183287.611,30.545853837730743,6.538010492957886
326,107807.897,183287.611,30.40831364087609,6.537832169516051
327,107807.897,183287.611,30.371326938527712,6.537784215563565
328,107807.895,183287.61,30.388509366760942,6.537806492903656
329,107807.889,183287.607,30.55883183132511,6.5380273191697045
330,107807.889,183287.607,30.55883183132511,6.5380273191697045
331,107807.889,183287.607,30.54162593120786,6.538005011397876
332,107807.889,183287.607,30.59321244339457,6.538071894277323
333,107807.888,183287.606,30.524428133917198,6.5379827141315126
334,107807.886,183287.605,30.61106329180426,6.538095038236695
335,107807.881,183287.603,30.52557856863869,6.53798420569168
336,107807.881,183287.603,30.52557856863869,6.53798420569168
337,107807.881,183287.603,30.508369100933876,6.5379618932944075
338,107807.88,183287.602,30.557689096546657,6.538025837592657
339,107807.878,183287.601,30.550965160911108,6.538017119884143
340,107807.875,183287.6,30.5348979916849,6.537996288498245
341,107807.858,183287.592,30.553151240517472,6.538019954177305
342,107807.858,183287.592,30.58752145609531,6.538064515805677
343,107807.858,183287.592,30.570334455130247,6.538042232536952
344,107807.858,183287.592,30.570334455130247,6.538042232536952
345,107807.858,183287.592,30.553151240517472,6.538019954177305
346,107807.858,183287.592,30.53594788018091,6.537997649698349
347,107807.858,183287.592,30.53594788018091,6.537997649698349
348,107807.858,183287.592,30.553151240517472,6.538019954177305
349,107807.858,183287.591,30.553151240517472,6.538019954177305
350,107807.857,183287.591,30.570334455130247,6.538042232536952
351,107807.856,183287.59,30.58752145609531,6.538064515805677
352,107807.855,183287.59,30.553151240517472,6.538019954177305
353,107807.85,183287.587,30.485264937994685,6.537931938314334
354,107807.85,183287.587,30.485264937994685,6.537931938314334
355,107807.85,183287.587,30.433681256033864,6.537865059104328
356,107807.85,183287.587,30.416476580628007,6.53784275292036
357,107807.85,183287.587,30.450875327685264,6.53788735154033
358,107807.85,183287.587,30.502457959721045,6.537954229389088
359,107807.85,183287.587,30.554042819758404,6.538021110126493
360,107807.85,183287.587,30.538392070617675,6.538000818637038
361,107807.85,183287.587,30.505130408268617,6.5379576942686946
362,107807.849,183287.587,30.523397849782214,6.537981378348831
363,107807.849,183287.587,30.58752145609531,6.538064515805677
364,107807.846,183287.585,30.58752145609531,6.538064515805677
365,107807.846,183287.585,30.570334455130247,6.538042232536952
366,107807.846,183287.585,30.60472449402526,6.538086819866627
367,107807.846,183287.585,30.60472449402526,6.538086819866627
368,107807.846,183287.585,30.570334455130247,6.538042232536952
369,107807.846,183287.585,30.553151240517472,6.538019954177305
370,107807.846,183287.585,30.570334455130247,6.538042232536952
371,107807.846,183287.585,30.553151240517472,6.538019954177305
372,107807.845,183287.585,30.503099686108133,6.537955061399371
373,107807.845,183287.584,30.48590105405281,6.53793276305072
374,107807.843,183287.584,30.466517486077606,6.537907631891718
375,107807.84,183287.582,30.64472456500614,6.538138680707996
376,107807.84,183287.582,30.66191210224662,6.538160964672011
377,107807.84,183287.582,30.64472456500614,6.538138680707996
378,107807.84,183287.582,30.610323334050022,6.538094078867605
379,107807.84,183287.582,30.610323334050022,6.538094078867605
380,107807.84,183287.582,30.64472456500614,6.538138680707996
381,107807.84,183287.582,30.64472456500614,6.538138680707996
382,107807.838,183287.581,30.467654154208567,6.5379091056032435
383,107807.836,183287.58,30.50464680496344,6.53795706726795
384,107807.832,183287.578,30.51907859509745,6.537975778354217
385,107807.827,183287.575,30.373740471819808,6.537787344754692
386,107807.823,183287.573,30.513824231150203,6.537968965972927
387,107807.819,183287.571,30.42491829237872,6.537853697757788
388,107807.815,183287.569,30.529541451915296,6.537989343644088
389,107807.812,183287.568,30.58371790476773,6.538059584430127
390,107807.81,183287.567,30.513496404943595,6.537968540940109
391,107807.81,183287.567,30.53067501863189,6.537990813334571
392,107807.81,183287.567,30.513496404943595,6.537968540940109
393,107807.805,183287.564,30.34512112664813,6.5377502392375355
394,107807.805,183287.564,30.310735791761413,6.537705658006696
395,107807.805,183287.564,30.24309122957746,6.5376179555646035
396,107807.802,183287.563,30.376822774053892,6.5377913410172805
397,107807.801,183287.562,30.34358169711058,6.537748243338301
398,107807.8,183287.562,30.32678065941244,6.537726460478183
399,107807.798,183287.561,30.426862470097305,6.537856218420621
400,107807.794,183287.559,30.27115115527842,6.5376543357839365
401,107807.794,183287.559,30.236755874464976,6.537609741658017
402,107807.794,183287.559,30.236755874464976,6.537609741658017
403,107807.793,183287.559,30.250860169022857,6.537628028140134
404,107807.792,183287.558,30.28413117482004,6.5376711646224335
405,107807.791,183287.558,30.351356176047982,6.537758323095887
406,107807.79,183287.557,30.351356176047982,6.537758323095887
407,107807.79,183287.557,30.44511366259577,6.5378798814336045
408,107807.786,183287.555,30.57325943610809,6.538046024829586
409,107807.784,183287.554,30.49296777141624,6.537941925182166
410,107807.784,183287.554,30.549737168223523,6.538015527768618
411,107807.779,183287.552,30.6304492808814,6.538120172534701
412,107807.778,183287.551,30.59605589833907,6.5380755808699265
413,107807.772,183287.549,30.395087711510097,6.537815021850859
414,107807.77,183287.547,30.343087637668564,6.537747602780979
415,107807.77,183287.547,30.377474095629484,6.5377921854679055
416,107807.77,183287.547,30.343087637668564,6.537747602780979
417,107807.77,183287.547,30.32588242258532,6.537725295897309
418,107807.77,183287.547,30.32588242258532,6.537725295897309
419,107807.77,183287.547,30.39466214757357,6.537814470099243
420,107807.767,183287.546,30.380059683066577,6.537795537730455
421,107807.767,183287.546,30.39725527720293,6.537817832140386
422,107807.767,183287.546,30.448846573610872,6.5378847212226665
423,107807.762,183287.544,30.636766634752117,6.5381283631023415
424,107807.76,183287.543,30.57067986010224,6.538042680360969
425,107807.76,183287.543,30.51907859509745,6.537975778354217
426,107807.76,183287.543,30.57067986010224,6.538042680360969
427,107807.758,183287.542,30.309587538681853,6.5377041692750675
428,107807.758,183287.541,30.275200393664647,6.5376595856973605
429,107807.753,183287.539,30.221743764489712,6.537590278176204
430,107807.753,183287.539,30.221743764489712,6.537590278176204
431,107807.753,183287.539,30.23895934881844,6.537612598503795
432,107807.752,183287.539,30.339037807819352,6.537742352100712
433,107807.752,183287.539,30.28794098520714,6.537676104112972
434,107807.748,183287.537,30.33789796371044,6.5377408742714715
435,107807.742,183287.534,30.508216740823286,6.53796169575667
436,107807.742,183287.534,30.491021028180576,6.537939401193092
437,107807.742,183287.534,30.456636050971515,6.537894820425989
438,107807.74,183287.533,30.44917112770459,6.5378851420131285
439,107807.74,183287.533,30.3803835404297,6.537795957617592
440,107807.74,183287.533,30.431973639543514,6.537862845147559
441,107807.74,183287.533,30.38347853737923,6.537799970339118
442,107807.738,183287.532,30.5104874011355,6.537964639710302
443,107807.737,183287.532,30.511628847402527,6.537966119616771
444,107807.737,183287.531,30.477232091173654,6.537921523577947
445,107807.736,183287.531,30.410004334055984,6.537834361531431
446,107807.734,183287.53,30.392815722917263,6.537812076175086
447,107807.73,183287.528,30.392815722917263,6.537812076175086
448,107807.73,183287.528,30.42720106227036,6.537856657411717
449,107807.73,183287.528,30.461589772058087,6.537901243018178
450,107807.73,183287.528,30.47877922380952,6.5379235294643925
451,107807.73,183287.528,30.47877922380952,6.5379235294643925
452,107807.73,183287.528,30.47877922380952,6.5379235294643925
453,107807.73,183287.528,30.47877922380952,6.5379235294643925
454,107807.73,183287.528,30.47877922380952,6.5379235294643925
455,107807.73,183287.528,30.47877922380952,6.5379235294643925
456,107807.73,183287.527,30.47877922380952,6.5379235294643925
457,107807.729,183287.527,30.461589772058087,6.537901243018178
458,107807.727,183287.526,30.28339082617908,6.537670204746551
459,107807.723,183287.524,30.28744913778619,6.537675466423576
460,107807.723,183287.524,30.28744913778619,6.537675466423576
461,107807.723,183287.524,30.321835994237933,6.537720049627153
462,107807.723,183287.524,30.39062050055517,6.53780923002817
463,107807.723,183287.524,30.39062050055517,6.53780923002817
464,107807.723,183287.524,30.321835994237933,6.537720049627153
465,107807.723,183287.524,30.304647539296223,6.537697764473321
466,107807.723,183287.524,30.35622950671909,6.537764641460397
467,107807.723,183287.524,30.40782438131425,6.537831535181863
468,107807.722,183287.524,30.479199800583636,6.53792407475006
469,107807.722,183287.523,30.529232474481496,6.537988943049056
470,107807.719,183287.522,30.42192902993393,6.537849822123029
471,107807.719,183287.522,30.473507428573832,6.53791669448311
472,107807.719,183287.522,30.490704353963817,6.537938990619038
473,107807.719,183287.522,30.490704353963817,6.537938990619038
474,107807.719,183287.522,30.490704353963817,6.537938990619038
475,107807.719,183287.522,30.473507428573832,6.53791669448311
476,107807.719,183287.522,30.45631202133663,6.537894400315497
477,107807.717,183287.521,30.37082788083181,6.537783568525913
478,107807.712,183287.518,30.2542083339557,6.537632369098692
479,107807.712,183287.518,30.271399359196742,6.537654657584966
480,107807.712,183287.518,30.322989943025824,6.537721545743374
481,107807.712,183287.518,30.357371872145634,6.537766122558573
482,107807.712,183287.518,30.37457149063086,6.537788422186148
483,107807.712,183287.518,30.37457149063086,6.537788422186148
484,107807.712,183287.518,30.357371872145634,6.537766122558573
485,107807.712,183287.518,30.322989943025824,6.537721545743374
486,107807.711,183287.518,30.305798095463302,6.537699256190946
487,107807.71,183287.517,30.305798095463302,6.537699256190946
488,107807.709,183287.517,30.23335992632644,6.537605338747637
489,107807.708,183287.516,30.267744684338812,6.537649919230548
490,107807.707,183287.516,30.28339082617908,6.537670204746551
491,107807.706,183287.515,30.28226318544482,6.537668742739214
492,107807.705,183287.515,30.43083661041896,6.537861370967998
493,107807.704,183287.514,30.504810728653727,6.537957279798086
494,107807.704,183287.514,30.504810728653727,6.537957279798086
