x,y,z,t,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP4.0,PRP4.1,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,HCP4.0_inph,PRP4.1_inph,direction_nrs,line_numbers,geometry,pos
635498.3444,5692644.127,26.083897,125136.82,8.616558637,6.763400725,24.12366751,11.49736879,39.49618895,21.19281631,0.0572286,0.203245608,0.616022184,0.381803357,0.384153992,-1.190392529,1,110,POINT (635498.3444 5692644.127),19.45148499181545
635497.6429,5692644.061,26.07550746,125137.02,9.416558637,6.763400725,24.72366751,11.99736879,38.49618895,22.09281631,0.0472286,0.213245608,0.586022184,0.381803357,0.554153992,-1.640392529,1,110,POINT (635497.6429 5692644.061),20.156082926831363
635497.0649,5692644.008,26.07550746,125137.2,10.21655864,6.763400725,24.32366751,12.69736879,38.49618895,22.59281631,0.0372286,0.233245608,0.626022184,0.341803357,0.644153992,-1.310392529,1,110,POINT (635497.0649 5692644.008),20.7365077711566
635496.4669,5692643.952,26.06561045,125137.4,10.11655864,6.863400725,24.32366751,12.89736879,38.59618895,22.59281631,0.0472286,0.243245608,0.626022184,0.341803357,0.704153992,-1.000392529,1,110,POINT (635496.4669 5692643.952),21.337124121322876
635495.6812,5692643.877,26.06116032,125137.63,9.916558637,7.163400725,24.42366751,12.79736879,38.49618895,22.99281631,0.0572286,0.223245608,0.666022184,0.311803357,0.744153992,-1.530392529,1,110,POINT (635495.6812 5692643.877),22.126395614473516
635495.1303,5692643.825,26.06134848,125137.83,10.21655864,7.463400725,24.72366751,12.69736879,38.99618895,23.49281631,0.0572286,0.213245608,0.676022184,0.331803357,0.684153992,-1.940392529,1,110,POINT (635495.1303 5692643.825),22.679744338199338
635494.4181,5692643.756,26.06134848,125138.04,10.41655864,7.563400725,25.62366751,12.99736879,40.59618895,23.39281631,0.0572286,0.223245608,0.636022184,0.351803357,0.644153992,-1.510392529,1,110,POINT (635494.4181 5692643.756),23.39527899141221
635492.3543,5692643.541,26.07882376,125138.67,11.61655864,8.163400725,27.02366751,14.59736879,40.39618895,23.79281631,0.0472286,0.243245608,0.596022184,0.341803357,0.684153992,-1.830392529,1,110,POINT (635492.3543 5692643.541),25.470247771888324
635492.0897,5692643.51,26.07882376,125138.75,11.61655864,8.163400725,27.02366751,14.59736879,39.49618895,24.59281631,0.0472286,0.243245608,0.596022184,0.341803357,0.704153992,-1.790392529,1,110,POINT (635492.0897 5692643.51),25.736657531513735
635491.8194,5692643.478,26.07564544,125138.83,11.51655864,8.363400725,27.02366751,14.59736879,39.59618895,25.29281631,0.0472286,0.263245608,0.596022184,0.341803357,0.724153992,-1.560392529,1,110,POINT (635491.8194 5692643.478),26.008845132194537
635491.05,5692643.385,26.05886464,125139.06,11.51655864,8.363400725,27.12366751,14.99736879,39.89618895,26.39281631,0.0472286,0.263245608,0.636022184,0.331803357,0.744153992,-1.440392529,1,110,POINT (635491.05 5692643.385),26.783845364483895
635490.7989,5692643.355,26.05886464,125139.14,11.81655864,8.763400725,27.12366751,14.99736879,39.89618895,26.39281631,0.0472286,0.253245608,0.636022184,0.331803357,0.744153992,-1.440392529,1,110,POINT (635490.7989 5692643.355),27.036731129122344
