,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_end,pos
198,107775.8349,183282.9355,14.138479322651968,26.577870911627965,46.04744217748543,67.341992125088,87.42016160205516,104.86624718494792,119.20899477869457,130.4843213740826,138.94408126450006,144.9436382027479,148.83992503120487,150.98658916979133,151.68627351998038,151.2146185837545,149.79305822271078,147.61382040046902,144.83203819713702,141.58997551655725,137.98613537746823,134.1256632814586,130.07406198719394,68.87867955
199,107776.0079,183282.6809,15.467058596420912,27.804176444658157,47.074131251946575,68.11464471717096,87.91717000122883,105.0972319796425,119.21302265669927,130.29955840984047,138.62038977857216,144.52051827086242,148.36096732591375,150.48342113252656,151.1940992464256,150.75376650717104,149.38165127998937,147.27141483077577,144.57743888229555,141.43833099865205,137.96179083433364,134.23569693404724,130.32535674586072,69.18647621
200,107776.1839,183282.4219,16.42665841833617,28.654188190121893,47.67331401219927,68.3989826472106,87.88488124141516,104.78335798238815,118.66235654897154,129.5628879134571,137.75136975491586,143.574219630068,147.38690374878522,149.52716776526674,150.2885700196479,149.92720754741143,148.66198276564032,146.6776930690791,144.12515700443066,141.13326369573292,137.80532371546005,134.2287620702267,130.4722948019085,69.49965617
201,107776.3985,183282.106,17.561984840423072,29.45051698460882,47.9726281585907,68.2035390508767,87.2644543543127,103.82900368511942,117.46562533931348,128.20771417326776,136.3116393112826,142.10713852537742,145.93873562219306,148.12634508062172,148.95641060677266,148.68066400615106,147.51144669307914,145.62892825242065,143.18095505524195,140.29864513388813,137.083869514874,133.61914742307573,129.9771400606902,69.88153119
202,107776.5533,183281.8779,17.710969762094642,29.58177420491505,48.0725662761485,68.25375228347872,87.2697977305269,103.78673756200232,117.373609629256,128.06860792394474,136.11380305204486,141.8447403512589,145.60404378275092,147.719663953877,148.47638359110385,148.12738046581052,146.88890308596532,144.9384888644189,142.42621486360747,139.47662252076947,136.19374719993897,132.66086401996932,128.953338315361,70.15725809
203,107776.7621,183281.571,17.858774070962248,29.725898564381293,48.29147683178986,68.60977359211367,87.77089957068146,104.42269761378587,118.11114131756142,128.85706853329694,136.90656758854144,142.59549805721375,146.26879406730762,148.26339006087994,148.8702849192057,148.35381540306878,146.92668239941207,144.78010569783115,142.06567488296778,138.90644888657934,135.41252114138504,131.66469066805024,127.73796571225115,70.52838101
204,107776.893,183281.3789,17.43960602428841,29.48809715693254,48.25881187028929,68.73764184531962,88.0087820821221,104.72318609775203,118.44499003816979,129.21023807879476,137.2712764643689,142.96699138463129,146.64847452792077,148.64597803168104,149.2569397198958,148.73776406282934,147.30636928949997,145.14650863201646,142.4139282780328,139.23583539597723,135.72057621738932,131.95528405915456,128.01291371183368,70.76085316
205,107777.0815,183281.1032,15.93352296051047,28.62286764543696,48.376476111229685,69.91921674918599,90.15980701545229,107.65855657527149,121.94348186322294,133.04653760174125,141.24099745073943,146.8872938591977,150.36335869907495,152.02538340684714,152.1947039411994,151.15178686603954,149.13572069285314,146.34718152017587,142.9531869491199,139.0926031645355,134.87979206688354,130.40716536530746,125.75528437408266,71.09485002
206,107777.2654,183280.8359,16.628390139543303,29.208364318394654,48.95339294004025,70.5789116308766,90.95229587360035,108.60322669086125,123.03073829106064,134.25826730985588,142.54303374051997,148.24702327889514,151.75125415382956,153.42276351820237,153.58735630573415,152.5293279370004,150.48384449351565,147.65240132322197,144.20299504239307,140.27574348680795,135.9898657724117,131.4396271761074,126.7039026623816,71.41931866
207,107777.4193,183280.6136,19.199133252440724,30.977960621328624,49.738450269520946,70.4575745313379,90.10958907850896,107.25278823863309,121.38693561517469,132.5052324104176,140.8454003661888,146.7400316686916,150.5442499013242,152.59825899801754,153.20633198477293,152.63412056461337,151.11197107242177,148.8321289189062,145.9542093836038,142.60946544571746,138.90937836500422,134.9439879184702,130.7918769026359,71.68961509
208,107777.6261,183280.3168,22.12665364898078,33.40721258093682,51.50164938073352,71.59939827800375,90.76031796025462,107.55004265959688,121.45807865058852,132.45891907223367,140.76796860672923,146.69911411811833,150.59119693400808,152.76566389465702,153.51613973646067,153.0990225115567,151.73969441318818,149.62604692715774,146.92077042715863,143.75208294577521,140.22691868037847,136.43228970240926,132.44352576996442,72.05136696
209,107777.8234,183280.0353,23.46052741689931,34.476000506890415,52.34716290197351,72.30099689487774,91.37522568292916,108.12806348126787,122.02528683723827,133.031440973648,141.35389999256623,147.30167287594205,151.20962298865865,153.40345506476282,154.17408318602273,153.77928052873457,152.43982491681925,150.34712494641215,147.65225789228114,144.48911953619998,140.96715604387353,137.17338938295075,133.18923978495357,72.39522104
210,107778.0181,183279.759,24.73378050937452,35.842108421471465,53.73211929776604,73.59711706783433,92.51249807209742,109.07149750040732,122.77717021439211,133.61454710998248,141.80140753493936,147.65529335272277,151.50997592640766,153.6839569625673,154.4673524455348,154.11573604219788,152.85180252858478,150.85433819386571,148.28228559806735,145.26038432804592,141.9004342502533,138.28373962717407,134.47535779895222,72.73320983
