x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph
107732.585,183328.126,69.30211452,40443.49,21.42903309,10.29912513,37.49869094,20.07829224,42.33050314,32.66436532,0.958993131,0.669587067,0.939097724,0.085736519,1.179280165,-2.069217909
107732.661,183327.948,69.32367934,40443.6,21.72903309,10.39912513,37.39869094,20.17829224,41.73050314,32.46436532,0.958993131,0.669587067,0.939097724,0.105736519,1.189280165,-2.049217909
107732.762,183327.716,69.31840495,40443.7,21.92903309,10.39912513,37.29869094,20.37829224,41.43050314,32.16436532,0.958993131,0.669587067,0.939097724,0.115736519,1.209280165,-2.039217909
107732.833,183327.555,69.33644364,40443.8,22.02903309,10.59912513,37.09869094,20.67829224,41.03050314,31.86436532,0.948993131,0.669587067,0.939097724,0.115736519,1.229280165,-2.059217909
107732.937,183327.319,69.33489049,40443.9,21.61330313,10.99912513,36.59869094,20.63949635,40.33050314,31.86436532,0.949377702,0.669587067,0.929097724,0.083245896,1.239280165,-2.059217909
107733.017,183327.141,69.34000817,40444,22.02903309,11.03431748,36.98463259,21.43949635,39.53050314,33.03121026,0.948993131,0.668898138,0.929823906,0.083245896,1.229280165,-2.127552435
107733.093,183326.97,69.34860854,40444.07,22.52903309,12.59912513,36.29869094,22.57829224,38.83050314,32.73121026,0.948993131,0.669587067,0.929097724,0.105736519,1.229280165,-2.127552435
107733.871,183325.271,69.40965141,40444.94,26.11330313,14.63431748,40.58463259,27.13949635,38.13050314,32.96436532,0.949377702,0.658898138,0.929823906,0.053245896,1.229280165,-2.089217909
107733.955,183325.092,69.41471671,40445.03,26.01330313,14.93431748,38.09869094,25.57803116,37.43050314,33.46436532,0.949377702,0.658898138,0.929097724,0.095736519,1.219280165,-2.099217909
107734.03,183324.932,69.41947573,40445.11,24.82903309,14.29893529,38.09869094,25.57803116,37.23050314,33.96436532,0.948990997,0.669592733,0.929097724,0.095736519,1.219280165,-2.119217909
107734.116,183324.751,69.4240477,40445.2,24.82903309,14.29893529,38.89869094,26.17803116,37.33050314,34.36436532,0.948990997,0.669592733,0.929097724,0.095736519,1.229280165,-2.159217909
107734.203,183324.569,69.42900312,40445.29,25.32903309,14.49893529,39.59880396,26.67803116,37.52987175,35.0648441,0.948990997,0.669592733,0.929097724,0.085736519,1.229261947,-2.229160429
107734.241,183324.489,69.42900312,40445.33,25.32903309,14.49893529,39.59880396,26.67803116,37.72987175,35.2648441,0.948990997,0.669592733,0.929097724,0.085736519,1.199220281,-2.229160429
107734.279,183324.409,69.43403518,40445.37,25.52907475,14.49893529,39.79902858,26.97803116,37.72987175,35.3648441,0.948979829,0.669592733,0.929086354,0.085736519,1.189220281,-2.219160429
107734.308,183324.349,69.43403518,40445.4,25.52907475,14.59833557,39.79902858,26.97803116,37.62987175,35.2648441,0.948979829,0.669629909,0.929086354,0.085736519,1.199210948,-2.209160429
107734.346,183324.27,69.43403518,40445.44,25.52907475,14.59833557,39.79902858,27.07803116,37.62987175,35.1648441,0.948979829,0.669629909,0.929086354,0.075736519,1.219210948,-2.209160429
107734.384,183324.192,69.43880981,40445.48,25.62911453,14.59833557,39.79914017,27.07803116,37.72987175,34.9648441,0.948951176,0.669629909,0.929086354,0.075736519,1.229210948,-2.229160429
107734.422,183324.113,69.43880981,40445.52,25.62911453,14.59833557,39.79914017,27.07803116,38.02987175,34.7648441,0.948951176,0.669629909,0.929086354,0.065736519,1.229210948,-2.259160429
107734.469,183324.015,69.44442885,40445.57,25.72911453,14.59833557,39.69914017,26.87803116,38.12987175,34.4648441,0.948951176,0.669629909,0.929086354,0.055736519,1.219210948,-2.259160429
107734.517,183323.92,69.44442885,40445.62,25.72911453,14.59833557,39.39914017,26.47803116,37.72987175,34.0648441,0.948951176,0.669629909,0.929086354,0.055736519,1.209210948,-2.239160429
107734.552,183323.848,69.44442885,40445.67,25.72911453,14.59833557,39.39914017,26.17803116,37.32987175,34.0648441,0.948951176,0.659629909,0.929086354,0.055736519,1.219210948,-2.239160429
107734.603,183323.746,69.45117802,40445.73,25.52911453,14.59833557,39.39914017,25.87803116,37.42987175,33.6648441,0.948951176,0.659629909,0.929086354,0.065736519,1.209210948,-2.209160429
107734.696,183323.56,69.45484173,40445.8,25.52911453,14.09833557,38.09914017,25.27803116,37.72987175,33.4648441,0.948951176,0.659629909,0.929086354,0.055736519,1.199210948,-2.189160429
107734.757,183323.439,69.4620031,40445.86,24.72911453,13.69833557,37.39914017,24.77803116,38.02987175,33.2648441,0.948951176,0.669629909,0.919086354,0.055736519,1.199210948,-2.209160429
107734.819,183323.315,69.4620031,40445.94,24.02911453,13.39833557,36.89914017,23.67803116,38.62987175,33.1648441,0.948951176,0.669629909,0.919086354,0.065736519,1.199210948,-2.219160429
107734.959,183323.04,69.47610653,40446.08,23.02911453,12.49833557,37.19914017,23.27803116,39.82987175,33.0648441,0.948951176,0.669629909,0.919086354,0.075736519,1.219210948,-2.209160429
107735.043,183322.876,69.48347245,40446.16,22.82911453,11.89833557,37.59914017,22.67803116,41.12987175,33.3648441,0.948951176,0.669629909,0.919086354,0.075736519,1.229210948,-2.199160429
107735.149,183322.673,69.48347245,40446.25,22.52911453,11.29833557,37.89914017,21.97803116,42.52987175,33.5648441,0.948951176,0.669629909,0.919086354,0.075736519,1.219210948,-2.229160429
107735.246,183322.488,69.49165538,40446.34,22.12911453,10.99833557,38.09914017,21.27803116,43.62987175,33.4648441,0.948951176,0.669629909,0.929086354,0.075736519,1.209210948,-2.299160429
107735.318,183322.353,69.49905654,40446.41,21.92911453,10.89833557,38.39914017,20.87803116,44.42987175,33.1648441,0.948951176,0.669629909,0.929086354,0.065736519,1.209210948,-2.369160429
107735.362,183322.271,69.5063159,40446.46,21.92911453,10.89833557,38.39914017,20.87803116,44.72987175,32.7648441,0.948951176,0.669629909,0.929086354,0.065736519,1.209210948,-2.419160429
107735.482,183322.048,69.51333115,40446.56,22.12911453,11.09833557,38.79914017,20.97803116,44.22987175,32.1648441,0.958951176,0.669629909,0.929086354,0.045736519,1.209210948,-2.419160429
107735.598,183321.836,69.52,40446.66,22.92911453,11.49833557,39.19914017,21.37803116,42.82987175,31.6648441,0.958951176,0.669629909,0.939086354,0.035736519,1.209210948,-2.389160429
107735.722,183321.612,69.52442475,40446.76,23.42911453,12.99833557,38.79914017,23.57803116,41.02987175,31.5648441,0.958951176,0.659629909,0.939086354,0.035736519,1.209210948,-2.359160429
107735.835,183321.411,69.52442475,40446.86,23.92911453,14.09833557,38.29914017,25.17803116,39.62987175,31.5648441,0.958951176,0.659629909,0.939086354,0.035736519,1.199210948,-2.339160429
107735.958,183321.194,69.52442475,40446.96,25.02911453,15.09833557,37.99914017,26.67803116,38.52987175,31.9648441,0.958951176,0.659629909,0.939086354,0.045736519,1.189210948,-2.339160429
107736.068,183321.002,69.57700592,40447.06,25.02911453,15.09833557,38.29914017,27.87803116,37.72987175,32.8648441,0.958951176,0.659629909,0.939086354,0.045736519,1.189210948,-2.329160429
107736.211,183320.755,69.58787565,40447.17,25.82911453,16.19833557,39.09914017,28.47803116,37.12987175,34.0648441,0.958951176,0.659629909,0.939086354,0.045736519,1.189210948,-2.309160429
107736.32,183320.569,69.59662387,40447.26,26.62911453,16.19833557,39.99914017,28.47803116,36.92987175,35.1648441,0.958951176,0.659629909,0.939086354,0.045736519,1.189210948,-2.289160429
107736.467,183320.319,69.57577943,40447.36,27.22911453,15.69833557,40.79914017,28.27803116,37.32987175,35.9648441,0.958951176,0.659629909,0.939086354,0.045736519,1.199210948,-2.269160429
107736.58,183320.13,69.57577943,40447.46,27.22911453,15.29833557,40.99914017,28.27803116,38.12987175,36.3648441,0.958951176,0.659629909,0.939086354,0.045736519,1.219210948,-2.259160429
107736.733,183319.877,69.58220763,40447.56,26.62911453,14.89833557,40.89914017,26.97803116,38.62987175,36.5648441,0.948951176,0.659629909,0.939086354,0.055736519,1.239210948,-2.239160429
107736.862,183319.665,69.58852548,40447.67,26.22911453,14.59833557,40.59914017,26.97803116,38.82987175,36.3648441,0.948951176,0.669629909,0.939086354,0.055736519,1.239210948,-2.219160429
107737.02,183319.408,69.6045434,40447.78,25.82911453,14.29833557,39.99914017,26.07803116,38.92987175,36.1648441,0.948951176,0.669629909,0.929086354,0.065736519,1.229210948,-2.219160429
107737.151,183319.198,69.615136,40447.88,25.32911453,13.99833557,39.99914017,25.47803116,39.32987175,35.8648441,0.948951176,0.669629909,0.929086354,0.065736519,1.229210948,-2.229160429
107737.412,183318.781,69.63681779,40448.06,24.62911453,13.39833557,39.09914017,24.87803116,39.62987175,35.4648441,0.948951176,0.669629909,0.919086354,0.065736519,1.229210948,-2.229160429
107737.499,183318.644,69.64165313,40448.13,24.62911453,13.39833557,39.09914017,24.37803116,39.82987175,34.9648441,0.948951176,0.669629909,0.919086354,0.065749289,1.219210948,-2.209160429
107737.565,183318.539,69.64733199,40448.18,24.22911453,13.09833557,38.79914017,24.37803116,40.02987175,34.5648441,0.948932244,0.669629909,0.92908209,0.065749289,1.209206868,-2.169160429
107737.736,183318.27,69.65896038,40448.29,23.72911453,12.79816542,38.79914017,24.07803116,40.22987175,34.2648441,0.948927078,0.669644976,0.92908209,0.065749289,1.209206868,-2.139160429
107737.892,183318.026,69.66549338,40448.39,23.32911453,12.59816542,38.79914017,23.47803116,40.12987175,33.6648441,0.948927078,0.669644976,0.92908209,0.085749289,1.229206868,-2.129160429
107738.05,183317.779,69.67558537,40448.49,23.02911453,12.49816542,37.69914017,23.07803116,39.72987175,32.8648441,0.948927078,0.669644976,0.93908209,0.085749289,1.239206868,-2.119160429
107738.21,183317.531,69.68647115,40448.59,22.82911453,12.49816542,37.09914017,23.07803116,39.42987175,32.5648441,0.948927078,0.669644976,0.93908209,0.085749289,1.239206868,-2.119160429
107738.362,183317.294,69.69182511,40448.7,22.82911453,12.59816542,36.99914017,23.27803116,39.52987175,32.7648441,0.948927078,0.669644976,0.93908209,0.085749289,1.219206868,-2.099160429
107738.508,183317.069,69.69868226,40448.79,23.02911453,12.69816542,36.99914017,23.57803116,40.32987175,33.0648441,0.948927078,0.669644976,0.93908209,0.095749289,1.219206868,-2.089160429
107738.672,183316.816,69.70426414,40448.9,23.02911453,12.49816542,37.59914017,23.57803116,41.62987175,33.6648441,0.948927078,0.669644976,0.92908209,0.105749289,1.229206868,-2.129160429
107738.826,183316.579,69.709832,40449,23.02911453,12.29816542,39.19914017,23.07803116,43.22987175,34.6648441,0.948927078,0.669644976,0.92908209,0.085749289,1.229206868,-2.229160429
107738.959,183316.375,69.71548551,40449.07,23.22911453,12.09816542,39.19914017,22.57790641,44.9295518,35.26538605,0.948927078,0.669644976,0.92908209,0.05575233,1.229206868,-2.319130846
107739.023,183316.276,69.72132438,40449.11,23.22911453,12.09816542,39.69927405,22.57790641,44.42942105,35.26538605,0.948927078,0.669644976,0.92908201,0.05575233,1.229206868,-2.319130846
107739.119,183316.13,69.72132438,40449.18,23.52911453,12.09816542,39.79927405,23.07790641,44.22942105,34.66538605,0.948927078,0.659644976,0.92908201,0.03575233,1.229206868,-2.339130846
107739.325,183315.817,69.73389874,40449.3,23.92911453,12.49816542,39.59927405,24.47790641,42.72942105,34.06538605,0.958927078,0.659644976,0.92908201,0.04575233,1.219206868,-2.269130846
107739.454,183315.622,69.74115745,40449.39,25.32911453,14.69816542,39.59927405,26.17790641,41.12942105,33.96538605,0.958927078,0.669644976,0.92908201,0.06575233,1.199206868,-2.219130846
107739.599,183315.402,69.74719991,40449.49,26.22911453,15.49816542,39.59927405,27.77790641,39.62942105,34.46538605,0.948927078,0.669644976,0.92908201,0.06575233,1.209206868,-2.199130846
107739.811,183315.082,69.75401893,40449.6,26.92911453,15.99816542,40.39927405,28.67790641,38.72942105,35.76538605,0.948927078,0.669644976,0.92908201,0.07575233,1.249206868,-2.179130846
107739.932,183314.899,69.7609445,40449.69,27.42911453,16.09816542,40.39927405,29.27790641,38.62942105,37.06538605,0.948927078,0.669644976,0.92908201,0.07575233,1.259206868,-2.149130846
107740.086,183314.669,69.7679723,40449.77,27.62911453,16.09816542,41.09927405,29.47790641,39.02942105,38.06538605,0.948927078,0.669644976,0.92908201,0.07575233,1.239206868,-2.119130846
107740.197,183314.502,69.77581582,40449.84,27.82911453,15.99816542,41.69927405,29.47790641,39.82942105,38.66538605,0.948927078,0.669644976,0.92908201,0.07575233,1.229206868,-2.099130846
107740.593,183313.912,69.7910981,40450.09,27.92911453,15.99816542,42.69927405,29.47790641,40.92942105,39.16538605,0.948927078,0.669644976,0.92908201,0.08575233,1.229206868,-2.119130846
107740.77,183313.648,69.80455592,40450.19,27.72911453,15.69816542,42.99927405,29.17790641,42.02942105,39.46538605,0.948927078,0.669644976,0.92908201,0.08575233,1.239206868,-2.139130846
107740.933,183313.406,69.81004325,40450.29,27.72911453,15.69816542,43.29927405,28.77790641,42.92942105,39.66538605,0.948927078,0.669644976,0.91908201,0.08575233,1.249206868,-2.159130846
107741.03,183313.262,69.81405813,40450.37,27.32911453,15.29816542,43.29927405,28.47790641,43.42942105,39.76538605,0.948927078,0.669644976,0.91908201,0.07575233,1.249206868,-2.169130846
107741.263,183312.918,69.82310274,40450.49,27.12911453,15.19816542,43.99927405,28.17790641,43.52942105,39.66538605,0.948927078,0.669644976,0.90908201,0.07575233,1.229206868,-2.189130846
107741.418,183312.689,69.83148639,40450.59,27.32911453,15.09816542,43.99927405,27.97790641,43.52942105,39.36538605,0.948927078,0.669644976,0.91908201,0.06575233,1.229206868,-2.229130846
107741.566,183312.472,69.83991971,40450.69,27.42911453,14.99816542,43.69927405,27.77790641,43.92942105,39.06538605,0.948927078,0.669644976,0.91908201,0.05575233,1.239206868,-2.249130846
107741.73,183312.231,69.84830214,40450.8,27.42911453,14.99816542,43.29927405,27.87790641,44.02942105,38.46538605,0.948927078,0.669644976,0.91908201,0.05575233,1.249206868,-2.259130846
107741.908,183311.97,69.857344,40450.89,27.42911453,15.09816542,43.09927405,27.97790641,43.32942105,37.86538605,0.948927078,0.669644976,0.91908201,0.04575233,1.249206868,-2.269130846
107742.036,183311.781,69.86451203,40450.99,27.32911453,15.19816542,43.09927405,27.87790641,42.32942105,37.66538605,0.948927078,0.659644976,0.91908201,0.05575233,1.259206868,-2.259130846
107742.2,183311.541,69.87287771,40451.08,26.32911453,15.29816542,42.59927405,27.37790641,41.62942105,37.66538605,0.968927078,0.659644976,0.93908201,0.07575233,1.269206868,-2.229130846
107742.364,183311.301,69.88,40451.18,24.52911453,15.19816542,41.79927405,26.87790641,41.62942105,37.66538605,0.988927078,0.659644976,0.96908201,0.09575233,1.259206868,-2.199130846
107742.543,183311.037,69.88725453,40451.29,24.12911453,15.19816542,40.89927405,26.77790641,42.22942105,37.56538605,0.988927078,0.659644976,0.97908201,0.09575233,1.259206868,-2.169130846
107742.739,183310.751,69.89160969,40451.4,25.42911453,14.49816542,41.49927405,26.77790641,42.92942105,37.66538605,0.958927078,0.669644976,0.95908201,0.08575233,1.269206868,-2.159130846
107742.869,183310.56,69.89872,40451.49,26.32911453,14.49816542,42.19927405,26.57790641,43.62942105,37.96538605,0.948927078,0.669644976,0.93908201,0.07575233,1.279206868,-2.169130846
107742.999,183310.369,69.90384861,40451.57,26.22911453,13.89816542,42.19927405,26.17790641,44.52942105,38.06538605,0.948927078,0.669644976,0.93908201,0.06575233,1.269206868,-2.209130846
107743.162,183310.128,69.90944284,40451.67,26.02911453,13.49816542,42.59927405,25.87790641,45.42942105,38.06538605,0.948927078,0.669644976,0.92908201,0.05575233,1.259206868,-2.249130846
107743.309,183309.913,69.91558857,40451.77,25.92911453,13.39816542,42.69927405,25.67790641,46.02942105,38.06538605,0.948927078,0.669644976,0.91908201,0.05575233,1.249206868,-2.289130846
107743.468,183309.679,69.9207033,40451.86,26.12911453,13.29816542,42.89927405,25.67790641,46.42942105,37.76538605,0.948927078,0.669644976,0.92908201,0.05575233,1.249206868,-2.319130846
107743.698,183309.34,69.92961664,40452.01,26.12911453,13.29816542,43.19927405,25.67790641,46.42942105,37.26538605,0.948927078,0.669644976,0.92908201,0.04575233,1.249206868,-2.349130846
107743.845,183309.124,69.92961664,40452.1,26.12911453,13.49816542,42.89927405,25.77790641,46.22942105,36.76538605,0.948927078,0.669644976,0.92908201,0.03575233,1.229206868,-2.349130846
107744.017,183308.871,69.94638755,40452.2,26.32911453,13.69816542,42.59927405,25.87790641,45.72942105,36.36538605,0.958927078,0.669644976,0.92908201,0.03575233,1.209206868,-2.339130846
107744.202,183308.6,69.94638755,40452.3,26.42911453,13.89816542,42.59927405,26.07790641,45.22942105,36.36538605,0.958927078,0.669644976,0.92908201,0.03575233,1.209206868,-2.319130846
107744.351,183308.383,69.95393128,40452.4,26.42911453,13.89816542,42.59927405,26.07790641,45.12942105,36.76538605,0.958927078,0.669644976,0.92908201,0.04575233,1.219206868,-2.299130846
107744.516,183308.141,69.96184773,40452.5,26.12911453,13.69816542,42.59927405,25.87790641,45.82942105,36.96538605,0.958927078,0.669644976,0.92908201,0.04575233,1.239206868,-2.279130846
107744.68,183307.902,69.96838166,40452.6,25.92911453,13.59816542,42.59927405,25.57790641,46.52942105,36.86538605,0.958927078,0.669644976,0.92908201,0.04575233,1.239206868,-2.289130846
107744.844,183307.663,69.97839651,40452.7,25.82911453,13.39816542,42.69927405,25.27790641,46.82942105,36.96538605,0.958927078,0.669644976,0.92908201,0.04575233,1.249206868,-2.289130846
107744.992,183307.448,69.9868277,40452.8,25.92911453,13.29816542,42.69927405,25.17790641,46.72942105,37.06538605,0.958927078,0.669644976,0.92908201,0.04575233,1.259206868,-2.279130846
107745.189,183307.161,69.99522933,40452.9,25.92911453,13.49816542,41.99927405,25.27790641,46.42942105,37.06538605,0.958927078,0.669644976,0.92908201,0.04575233,1.249206868,-2.249130846
107745.352,183306.923,70.00431695,40453.01,26.02911453,13.79816542,41.89927405,25.77790641,45.82942105,36.76538605,0.958927078,0.669644976,0.92908201,0.06575233,1.229206868,-2.199130846
107745.434,183306.804,70.01154162,40453.06,26.32911453,13.99816542,41.89927405,25.77790641,45.12942105,36.36538605,0.958927078,0.669644976,0.92908201,0.06575233,1.209206868,-2.139130846
107745.583,183306.589,70.01925114,40453.15,26.52911453,13.99816542,41.99927405,26.17790641,45.02942105,36.36538605,0.948927078,0.669644976,0.92908201,0.07575233,1.199206868,-2.119130846
107745.664,183306.469,70.01925114,40453.2,26.52911453,13.99816542,42.19927405,26.27790641,45.12942105,36.66538605,0.948927078,0.669644976,0.92908201,0.08575233,1.209206868,-2.129130846
107745.828,183306.231,70.02598468,40453.3,26.52682145,13.99553432,42.51392634,26.16638788,45.40872491,37.29856213,0.948927078,0.669785346,0.918869047,0.076180805,1.229206868,-2.165888089
107745.992,183305.993,70.03347478,40453.4,26.325933,13.59428649,42.81737427,25.76251484,46.10133859,37.81130942,0.948927078,0.669836219,0.918810473,0.066257619,1.239206868,-2.214925502
107746.17,183305.733,70.04167884,40453.51,26.325933,13.39428649,43.21737427,25.56251484,46.90133859,37.91130942,0.948927078,0.669836219,0.928810473,0.056257619,1.239206868,-2.234925502
107746.318,183305.517,70.049792,40453.61,26.325933,13.19428649,43.21737427,25.06251484,47.40133859,37.61130942,0.948927078,0.669836219,0.928810473,0.066257619,1.249206868,-2.224925502
107746.484,183305.275,70.05632336,40453.7,26.125933,13.09428649,43.01737427,24.66251484,47.80133859,37.41130942,0.95892439,0.669836219,0.928810473,0.076257619,1.259206868,-2.204925502
107746.662,183305.014,70.06202175,40453.81,25.925933,12.99428649,43.01737427,24.56251484,48.10133859,37.41130942,0.95892439,0.669836219,0.928810473,0.076257619,1.259206868,-2.184925502
107746.828,183304.772,70.06896876,40453.91,25.725933,13.09428649,43.41737427,24.46251484,48.40133859,37.61130942,0.94892439,0.669836219,0.928810473,0.076257619,1.259206868,-2.184925502
107747.095,183304.382,70.08148667,40454.07,25.725933,12.79428649,43.81737427,24.46251484,48.50133859,37.81130942,0.94892439,0.669836219,0.928810473,0.066257619,1.259206868,-2.194925502
107747.302,183304.079,70.09058085,40454.18,25.725933,12.69428649,44.11737427,24.46251484,48.70133859,37.91130942,0.94892439,0.669836219,0.928810473,0.076257619,1.269206868,-2.194925502
107747.435,183303.885,70.0956,40454.27,25.725933,12.69428649,44.11737427,24.46251484,49.00133859,38.01130942,0.94892439,0.669836219,0.928810473,0.076257619,1.269206868,-2.184925502
107747.59,183303.659,70.1008,40454.37,25.625933,12.69428649,44.31737427,24.36251484,49.60133859,38.11130942,0.94892439,0.669836219,0.938810473,0.086257619,1.269206868,-2.194925502
107747.81,183303.338,70.1057,40454.5,25.625933,12.69428649,44.21737427,24.36251484,50.20133859,38.31130942,0.94892439,0.669836219,0.938810473,0.066257619,1.269206868,-2.234925502
107748.782,183301.919,70.1344,40455.08,25.20690821,12.79428649,43.81737427,24.46251484,50.40133859,38.61130942,0.949472032,0.659836219,0.938810473,0.036257619,1.279206868,-2.284925502
107748.906,183301.738,70.14058619,40455.16,25.625933,12.79428649,43.81737427,24.46251484,50.20133859,38.81130942,0.95892439,0.659836219,0.938810473,0.036257619,1.289206868,-2.304925502
107749.047,183301.532,70.1435997,40455.25,25.625933,12.79428649,43.81737427,24.56251484,49.80133859,38.71130942,0.95892439,0.659836219,0.938810473,0.046257619,1.299206868,-2.274925502
107749.189,183301.326,70.14933861,40455.34,25.625933,12.89428649,43.61737427,24.66251484,49.80133859,38.51130942,0.95892439,0.659836219,0.948810473,0.056257619,1.289206868,-2.264925502
107749.268,183301.209,70.15267897,40455.39,25.625933,12.89428649,43.71737427,24.66251484,50.40133859,38.41130942,0.95892439,0.659836219,0.938810473,0.056257619,1.259206868,-2.244925502
107749.316,183301.139,70.15267897,40455.42,25.725933,12.89428649,43.71737427,24.56251484,51.20133859,38.41130942,0.95892439,0.669836219,0.938810473,0.066257619,1.249206868,-2.224925502
107749.381,183301.044,70.15962423,40455.46,25.725933,12.89428649,44.01737427,24.56251484,51.70133859,38.31130942,0.95892439,0.669836219,0.938810473,0.066257619,1.249206868,-2.194925502
107749.43,183300.973,70.15962423,40455.49,25.725933,12.69428649,44.01737427,24.56251484,52.10133859,38.11130942,0.95892439,0.669836219,0.938810473,0.066257619,1.269206868,-2.164925502
107749.496,183300.876,70.15962423,40455.53,25.825933,12.69428649,44.21737427,24.36251484,52.30133859,38.01130942,0.95892439,0.669836219,0.938810473,0.066257619,1.289206868,-2.124925502
107749.579,183300.754,70.16683692,40455.58,25.825933,12.69428649,44.21737427,23.66251484,52.40133859,38.01130942,0.95892439,0.669836219,0.938810473,0.076257619,1.299206868,-2.124925502
107749.664,183300.629,70.16683692,40455.63,25.825933,12.49428649,44.11737427,23.56251484,52.70133859,38.21130942,0.95892439,0.669836219,0.938810473,0.096257619,1.289206868,-2.134925502
107749.751,183300.502,70.17495767,40455.68,25.625933,12.29428649,43.91737427,23.66251484,53.20133859,38.51130942,0.94892439,0.669836219,0.938810473,0.096257619,1.269206868,-2.154925502
107749.844,183300.365,70.17495767,40455.73,25.525933,12.09428649,44.21737427,24.26251484,53.40133859,38.81130942,0.94892439,0.669836219,0.928810473,0.086257619,1.259206868,-2.174925502
107750.368,183299.597,70.20401532,40456.04,26.725933,12.69428649,45.71737427,24.06251484,53.20133859,39.01130942,0.94892439,0.669836219,0.928810473,0.066257619,1.269206868,-2.194925502
107750.455,183299.469,70.20401532,40456.1,26.725933,12.69428649,45.51737427,24.06251484,52.70133859,38.91130942,0.94892439,0.669836219,0.928810473,0.066257619,1.269206868,-2.164925502
107750.57,183299.3,70.20401532,40456.17,26.825933,13.19428649,45.51737427,24.06251484,52.10133859,38.61130942,0.94892439,0.669836219,0.928810473,0.066257619,1.259206868,-2.124925502
107750.711,183299.094,70.21442475,40456.25,26.825933,13.19428649,44.91737427,24.26251484,51.20133859,38.41130942,0.94892439,0.669836219,0.938810473,0.076257619,1.249206868,-2.084925502
107750.839,183298.906,70.22103979,40456.33,26.825933,13.79428649,44.41737427,24.76251484,50.00133859,38.61130942,0.94892439,0.669836219,0.938810473,0.086257619,1.279206868,-2.074925502
107750.993,183298.681,70.22622547,40456.42,27.325933,14.29428649,44.11737427,26.56251484,49.00133859,39.21130942,0.94892439,0.669836219,0.948810473,0.096257619,1.309206868,-2.094925502
107751.164,183298.431,70.23184282,40456.53,27.425933,14.29428649,44.81737427,26.76251484,48.40133859,40.01130942,0.94892439,0.669836219,0.938810473,0.086257619,1.309206868,-2.124925502
107751.321,183298.202,70.23907692,40456.63,27.125933,13.89428649,44.81904878,26.36200646,48.29343789,40.81967098,0.94892439,0.669836219,0.9287729,0.076296247,1.289206868,-2.164311278
107751.457,183298.003,70.23907692,40456.71,26.72435636,13.49365767,44.81904878,26.36200646,48.59137283,41.12208293,0.95892439,0.669875479,0.9287729,0.076296247,1.259206868,-2.213846996
107751.614,183297.773,70.23907692,40456.79,26.32435636,13.29365767,44.51927264,25.76125657,49.19137283,40.62208293,0.95892439,0.669875479,0.928771314,0.066343152,1.239206868,-2.243846996
107751.758,183297.562,70.23462435,40456.89,26.32435636,13.09365767,44.11927264,25.36125657,49.59137283,39.82208293,0.95892439,0.669875479,0.928771314,0.066343152,1.249206868,-2.273846996
107751.935,183297.303,70.24019546,40456.99,25.52435636,12.89365767,43.51927264,24.36125657,50.09137283,39.22208293,0.94892439,0.669875479,0.938771314,0.056343152,1.279206868,-2.283846996
107752.003,183297.203,70.24019546,40457.03,25.52435636,12.89365767,43.51927264,24.36125657,50.69137283,38.72208293,0.94892439,0.669875479,0.938771314,0.056343152,1.299206868,-2.303846996
107752.184,183296.936,70.27601236,40457.13,25.22435636,12.29365767,43.11927264,23.86125657,51.39137283,38.22208293,0.94892439,0.659875479,0.938771314,0.056343152,1.289206868,-2.343846996
107752.317,183296.739,70.27601236,40457.22,25.02435636,12.29365767,42.81927264,22.66125657,52.09137283,37.62208293,0.94892439,0.659875479,0.938771314,0.036343152,1.279206868,-2.373846996
107752.539,183296.41,70.28248172,40457.34,24.42435636,11.39365767,42.41927264,21.96125657,52.49137283,36.82208293,0.95892439,0.659875479,0.948771314,0.026343152,1.279206868,-2.363846996
107752.692,183296.181,70.29021691,40457.43,24.22435636,11.09365767,42.21936366,21.36119141,52.69137283,35.82208293,0.95892439,0.659875479,0.948771329,0.036345209,1.269206868,-2.283846996
107752.837,183295.964,70.30297905,40457.53,24.02431951,10.99362338,41.71936366,21.06119141,52.49107254,34.82241734,0.958924141,0.659877142,0.938771329,0.056345209,1.269202856,-2.183821792
107752.992,183295.731,70.30959048,40457.63,24.02423104,11.19362338,41.71936366,21.16119141,51.89107254,34.12241734,0.958924141,0.669877142,0.938771329,0.076345209,1.259202856,-2.093821792
107753.188,183295.435,70.32110638,40457.74,23.92396421,11.59362338,41.21932305,21.56119141,51.19107254,33.92241734,0.958924141,0.669884707,0.938771329,0.106345209,1.269202856,-2.043821792
107753.35,183295.187,70.33072998,40457.84,24.02396421,11.99362338,41.31932305,22.16119141,50.69107254,34.02241734,0.958921865,0.669884707,0.938771329,0.116345209,1.299202856,-2.053821792
107753.512,183294.941,70.33550383,40457.94,24.32396421,12.19362338,41.51932305,22.46119141,50.39107254,34.12241734,0.958921865,0.669884707,0.938771329,0.106345209,1.319202856,-2.073821792
107753.721,183294.622,70.36340183,40458.08,24.72396421,12.19362338,41.71932305,22.66119141,50.19107254,34.32241734,0.948921865,0.669884707,0.948771329,0.096345209,1.299202856,-2.073821792
107753.888,183294.368,70.36340183,40458.19,24.92396421,12.19362338,41.91932305,22.66119141,49.99107254,34.72241734,0.948921865,0.669884707,0.938771329,0.096345209,1.279202856,-2.053821792
