x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1
107743.437,183329.457,69.5161128,40894.3,15.93694391,7.875437123,27.88952596,14.76976663,33.84377393,23.24009333
107743.61,183329.2,69.52135897,40894.41,15.93694391,7.975437123,27.98952596,14.86976663,33.84377393,23.24009333
107743.753,183328.99,69.53106667,40894.5,16.03694391,8.075437123,28.08952596,15.16976663,33.84377393,23.14009333
107743.896,183328.779,69.5421,40894.61,16.03694391,8.175437123,28.08952596,15.16976663,33.74377393,23.04009333
107744.063,183328.536,69.5520927,40894.7,16.13694391,8.275437123,28.78952596,15.86976663,33.54377393,23.04009333
107744.219,183328.309,69.56416667,40894.8,16.33694391,8.375437123,28.78952596,16.16976663,33.24377393,23.44009333
107744.359,183328.106,69.5748,40894.9,16.63694391,8.475437123,29.18952596,16.16976663,33.04377393,23.74009333
107744.547,183327.835,69.5839197,40895.01,17.03694391,8.675437123,29.78889841,16.46976663,33.04225292,23.63945576
107744.69,183327.63,69.59426667,40895.1,17.23694391,8.773527401,29.78889841,16.46976663,32.94073296,23.6356363
107744.848,183327.403,69.6027,40895.19,17.33694391,8.773527401,29.88889841,16.46949992,32.64073296,23.8356363
107745.028,183327.147,69.61066149,40895.3,17.43694391,8.773527401,29.68889841,16.76949992,32.64073296,24.2356363
107745.192,183326.914,69.6194784,40895.41,17.33694391,8.773527401,29.88889841,16.96949992,32.54073296,24.4356363
107745.385,183326.64,69.62396484,40895.51,17.33694391,8.673527401,29.88889841,16.96949992,32.64073296,24.9356363
107745.451,183326.545,69.62396484,40895.56,17.23694391,8.673527401,29.88889841,16.96949992,32.84073296,24.9356363
107745.597,183326.339,69.6289024,40895.66,17.23694391,8.773527401,29.58889841,16.96949992,33.14073296,24.9356363
107745.762,183326.106,69.63350519,40895.76,17.03694391,8.873527401,29.38889841,16.96949992,33.24073296,24.6356363
107745.94,183325.856,69.63763704,40895.86,17.13694391,8.773527401,29.48889841,16.86949992,32.94073296,24.4356363
107746.154,183325.554,69.646622,40896.01,17.03676158,8.673527401,29.28883804,16.46937905,32.63981971,24.4356363
107746.335,183325.3,69.6502416,40896.1,17.03665553,8.573430252,29.08872613,16.2691566,32.63981971,24.33543075
107746.468,183325.113,69.66069813,40896.2,17.03665553,8.473430252,28.98872613,16.2691566,32.83981971,24.03543075
