,x,y,EC_0.60,EC_1.00,EC_end
0,107808.292,183287.807,30.41024957584077,47.965383427434794,63.83267961535635
1,107808.292,183287.807,30.444640034142633,48.01647502537298,63.89416179169374
2,107808.292,183287.807,30.40940744174996,47.8836753018957,63.67018827632073
3,107808.29,183287.806,30.5098348363747,47.873681044082176,63.50714347733902
4,107808.289,183287.806,30.49265005287969,47.84815579242971,63.47640502547037
5,107808.289,183287.805,30.458258165320302,47.79709794292122,63.41493706630666
6,107808.289,183287.805,30.42387754461909,47.746024684734074,63.353418334515986
7,107808.288,183287.805,30.265855848525074,47.88624489536427,63.823652015315076
8,107808.287,183287.804,30.324781248946675,47.96059632885691,63.89998419294008
9,107808.285,183287.804,30.400081676244515,47.97877057495722,63.84456956667528
10,107808.284,183287.803,30.478821201375478,48.14955376933473,64.09564483390156
11,107808.283,183287.802,30.545912078181615,48.08821789490364,63.893617529537714
12,107808.281,183287.802,30.563105168037726,48.113760626819165,63.92436865540638
13,107808.28,183287.801,30.444309556186266,48.057611921318724,63.95269944907747
14,107808.278,183287.8,30.187847963913487,47.86391842381199,63.866107646614076
15,107808.274,183287.798,30.384038321548825,47.88620966659619,63.70529176900939
16,107808.274,183287.798,30.435619386835914,47.96283103934866,63.79754017543931
17,107808.274,183287.798,30.41843080703458,47.937295353422044,63.76679607747887
18,107808.274,183287.798,30.435619386835914,47.96283103934866,63.79754017543931
19,107808.274,183287.798,30.41843080703458,47.937295353422044,63.76679607747887
20,107808.274,183287.798,30.401220286561106,47.911755704114164,63.73606201774231
21,107808.274,183287.798,30.401220286561106,47.911755704114164,63.73606201774231
22,107808.274,183287.798,30.41843080703458,47.937295353422044,63.76679607747887
23,107808.274,183287.798,30.516614361616902,48.03046579622136,63.82618061170639
24,107808.273,183287.797,30.496820251006458,48.04164411524292,63.86393513476094
25,107808.272,183287.797,30.348713141396274,47.82013289095087,63.61233608072129
26,107808.269,183287.795,30.289756130165912,47.63819793741349,63.32353393307869
27,107808.267,183287.794,30.34133164141795,47.714782184474764,63.41576972034854
28,107808.266,183287.794,30.650932362369637,47.948682237566516,63.50360742224304
29,107808.265,183287.794,30.525375885355405,47.843338603046504,63.42536425805447
30,107808.265,183287.794,30.525375885355405,47.843338603046504,63.42536425805447
31,107808.265,183287.794,30.559763622001416,47.89442601340671,63.48686913848395
32,107808.265,183287.793,30.539952439927657,47.905599850299275,63.524626305930965
33,107808.264,183287.793,30.591565474006345,47.98220508656757,63.61682952806959
34,107808.26,183287.791,30.382024287665928,47.76391718391894,63.43887407798998
35,107808.26,183287.791,30.53677441107045,47.99374972081859,63.7155696935763
36,107808.26,183287.791,30.51958744497984,47.96820111280711,63.68480196277467
37,107808.26,183287.791,30.502385839176046,47.94266675583683,63.65407247707814
38,107808.259,183287.791,30.42874432074421,47.8727687311451,63.60951201467817
39,107808.258,183287.79,30.445942319755915,47.89832550255881,63.640285647170806
40,107808.257,183287.79,30.503230577189075,48.02439438487839,63.81655286776897
41,107808.256,183287.789,30.54022136039671,48.0387550547024,63.80954711920203
42,107808.255,183287.788,30.483762947026143,47.994384720459216,63.79575538523231
43,107808.254,183287.788,30.483762947026143,47.994384720459216,63.79575538523231
44,107808.253,183287.787,30.46397973507032,48.00557126194513,63.83350042624916
45,107808.252,183287.787,30.589630614898134,48.044180713649425,63.78071560780399
46,107808.251,183287.786,30.520013623527554,47.86034202252389,63.495268911776115
47,107808.251,183287.786,30.48562884045135,47.80925264133967,63.43376999508861
48,107808.25,183287.786,30.520013623527554,47.86034202252389,63.495268911776115
49,107808.25,183287.786,30.463253201518018,47.85710969292446,63.539983560313914
50,107808.25,183287.786,30.472271117587198,47.910758061760085,63.63659498522229
51,107808.249,183287.785,30.464071794277377,47.93884027281404,63.702489093030366
52,107808.248,183287.785,30.40763566042272,47.894500836948964,63.688684419642286
53,107808.248,183287.785,30.44202352613025,47.94558985226638,63.750182226066556
54,107808.247,183287.784,30.417497171314597,48.02988584437911,63.94780471689463
55,107808.246,183287.784,30.48378257557465,48.10198826780601,64.0082436784576
56,107808.246,183287.784,30.466576193305063,48.07644092724795,63.977489500175544
57,107808.245,183287.784,30.41500821767596,47.9998580377611,63.88525433714387
58,107808.245,183287.783,30.363422401372123,47.923250954345455,63.79303648384852
59,107808.245,183287.783,30.32903302106013,47.87216080034596,63.731542964680294
