x,y,EC_0.60,predicted_pH_H2O_10cm
107808.04,183287.681,30.54333614881689,6.538007228727045
107808.04,183287.681,30.526142032334352,6.537984936232919
107808.04,183287.681,30.474568153127464,6.537918069732367
107808.04,183287.681,30.474568153127464,6.537918069732367
107808.039,183287.681,30.50894804043166,6.537962643900313
107808.039,183287.681,30.50894804043166,6.537962643900313
107808.039,183287.681,30.491750702902348,6.537940347230039
107808.039,183287.681,30.474568153127464,6.537918069732367
107808.039,183287.68,30.47041848867949,6.5379126896146715
107808.039,183287.68,30.46141239047329,6.537901013039631
107808.039,183287.68,30.46141239047329,6.537901013039631
107808.038,183287.68,30.44421451332401,6.537878715669731
107808.038,183287.68,30.39988219152321,6.537821237984015
107808.037,183287.68,30.468654057922425,6.5379104019971415
107808.037,183287.679,30.48326642302544,6.537929347202239
107808.036,183287.679,30.46606088612577,6.537907039901328
107808.036,183287.679,30.365996919928424,6.537777305094602
107808.035,183287.679,30.422753656366535,6.537850891266648
107808.035,183287.678,30.37272119531794,6.537786023243614
107808.034,183287.678,30.335744482231515,6.537738082242393
107808.032,183287.677,30.370135460602256,6.537782670790115
107808.031,183287.676,30.404515080355612,6.537827244611177
107808.03,183287.676,30.388865549413257,6.537806954701139
107808.029,183287.676,30.458696328413208,6.537897491614289
107808.029,183287.675,30.424311460236773,6.537852910988549
107808.028,183287.675,30.43996647884665,6.53787320801345
107808.028,183287.675,30.422753656366535,6.537850891266648
107808.028,183287.675,30.43996647884665,6.53787320801345
107808.028,183287.675,30.43996647884665,6.53787320801345
107808.027,183287.674,30.43996647884665,6.53787320801345
107808.026,183287.674,30.40670452767374,6.537830083270641
107808.024,183287.673,30.465008126617622,6.537905674978903
107808.019,183287.67,30.40670452767374,6.537830083270641
107808.019,183287.67,30.423905801925997,6.53785238504495
107808.019,183287.67,30.423905801925997,6.53785238504495
107808.019,183287.67,30.44108951962013,6.537874664056852
107808.019,183287.67,30.44108951962013,6.537874664056852
107808.019,183287.67,30.40670452767374,6.537830083270641
107808.019,183287.67,30.38951398008148,6.537807795403648
107808.018,183287.67,30.37232059873251,6.5377855038626365
107808.016,183287.669,30.337932980953383,6.537740919671984
107808.014,183287.668,30.32074048415505,6.537718629277809
107808.011,183287.667,30.343199837525,6.5377477482501964
107808.002,183287.662,30.549645035364808,6.538015408316642
107808.002,183287.662,30.515260247342567,6.5379708277948225
107808.001,183287.662,30.512646930238105,6.537967439580241
107808.001,183287.661,30.512646930238105,6.537967439580241
107807.998,183287.66,30.58404549369598,6.53806000915531
107807.998,183287.66,30.60123021539958,6.53808228946893
107807.998,183287.66,30.61842877591037,6.538104587724821
107807.998,183287.66,30.635619096222676,6.5381268752971415
107807.998,183287.66,30.635619096222676,6.5381268752971415
107807.998,183287.66,30.61842877591037,6.538104587724821
107807.998,183287.66,30.56684830313648,6.538037712675586
107807.998,183287.66,30.515260247342567,6.5379708277948225
107807.998,183287.66,30.498057358165195,6.537948523926734
107807.997,183287.66,30.47826949025487,6.537922868585292
107807.995,183287.659,30.516801619288625,6.537972826212426
107807.994,183287.658,30.479814090376,6.5379248711882845
107807.993,183287.658,30.479814090376,6.5379248711882845
107807.992,183287.657,30.44283738069756,6.537876930191482
107807.991,183287.657,30.47721874159528,6.53792150626997
107807.991,183287.657,30.511606385274906,6.537966090494202
107807.991,183287.656,30.511606385274906,6.537966090494202
107807.991,183287.656,30.47721874159528,6.53792150626997
107807.99,183287.656,30.54599935063637,6.538010681618095
107807.99,183287.656,30.54599935063637,6.538010681618095
107807.988,183287.655,30.511606385274906,6.537966090494202
107807.982,183287.652,30.530265643095937,6.5379902825715215
107807.98,183287.651,30.49742135962644,6.5379476993427135
107807.98,183287.651,30.480220455298557,6.537925398048019
107807.98,183287.651,30.463030535333125,6.537903110994756
107807.979,183287.651,30.49742135962644,6.5379476993427135
107807.978,183287.65,30.531792410614035,6.53799226205421
107807.976,183287.649,30.51461540835061,6.53796999174899
107807.975,183287.649,30.517214869820418,6.537973361999483
107807.974,183287.648,30.500011615109777,6.537951057657472
107807.973,183287.648,30.500011615109777,6.537951057657472
107807.972,183287.647,30.55045969860025,6.538016464542788
107807.971,183287.647,30.55045969860025,6.538016464542788
107807.971,183287.647,30.55045969860025,6.538016464542788
107807.971,183287.647,30.567650540976604,6.538038752791975
107807.97,183287.646,30.55045969860025,6.538016464542788
107807.967,183287.645,30.496281630757142,6.537946221662883
107807.962,183287.642,30.4462252561058,6.537881322635416
107807.962,183287.642,30.42906928075457,6.537859079591981
107807.959,183287.641,30.423759257760395,6.5378521950476935
107807.958,183287.641,30.44095131261912,6.537874484868886
107807.958,183287.64,30.44095131261912,6.537874484868886
107807.957,183287.64,30.44095131261912,6.537874484868886
107807.956,183287.639,30.507239931442847,6.53796042930501
107807.955,183287.639,30.524428133917198,6.537982714131513
107807.955,183287.639,30.524428133917198,6.537982714131513
107807.955,183287.639,30.55883183132511,6.538027319169705
107807.955,183287.639,30.51924671157437,6.53797599632038
107807.954,183287.639,30.536445140157515,6.5379982944052255
107807.954,183287.639,30.51924671157437,6.53797599632038
107807.954,183287.639,30.484851899069263,6.537931402801631
107807.954,183287.639,30.450488433138545,6.537886849924303
107807.954,183287.638,30.43327706728369,6.537864535066042
107807.954,183287.638,30.41608157067506,6.537842240782557
107807.953,183287.638,30.41608157067506,6.537842240782557
107807.953,183287.638,30.44933235268731,6.53788535104434
107807.952,183287.638,30.48372395719094,6.537929940403855
107807.952,183287.637,30.535295956024,6.537996804466468
107807.951,183287.637,30.55249425032784,6.538019102377217
107807.951,183287.637,30.626458515220044,6.5381149984322615
107807.95,183287.637,30.59207046929659,6.538070413686513
107807.95,183287.637,30.50350689605296,6.537955589354694
107807.95,183287.636,30.50350689605296,6.537955589354694
107807.95,183287.636,30.50350689605296,6.537955589354694
107807.95,183287.636,30.486306987433164,6.537933289350954
107807.949,183287.636,30.469125387342267,6.537911013084564
107807.949,183287.636,30.469125387342267,6.537911013084564
107807.947,183287.635,30.45306969881797,6.5378901965836125
107807.942,183287.633,30.377961106422173,6.5377928168865225
107807.942,183287.633,30.500914492208608,6.537952228254545
107807.941,183287.632,30.52069856745841,6.537977878678732
107807.938,183287.631,30.386969529866423,6.537804496476277
107807.924,183287.623,30.518109678286795,6.537974522135422
107807.924,183287.623,30.500914492208608,6.537952228254545
107807.924,183287.623,30.500914492208608,6.537952228254545
107807.924,183287.623,30.500914492208608,6.537952228254545
107807.924,183287.623,30.518109678286795,6.537974522135422
107807.924,183287.623,30.55249425032784,6.538019102377217
107807.924,183287.623,30.56968994216316,6.538041396913818
107807.923,183287.623,30.48372395719094,6.537929940403855
107807.923,183287.623,30.48372395719094,6.537929940403855
107807.922,183287.623,30.48372395719094,6.537929940403855
107807.92,183287.622,30.557689096546657,6.538025837592658
107807.915,183287.619,30.539671155325728,6.5380024769943255
107807.915,183287.619,30.62338564369259,6.538111014396761
107807.914,183287.619,30.62338564369259,6.538111014396761
107807.913,183287.619,30.5729327894686,6.5380456013260995
107807.906,183287.615,30.415674506527605,6.537841713016264
107807.906,183287.615,30.398476851539584,6.5378194159344
107807.906,183287.615,30.415674506527605,6.537841713016264
107807.906,183287.615,30.45005600554227,6.537886289273823
107807.906,183287.615,30.50164283572469,6.537953172565558
107807.906,183287.615,30.536028491076365,6.537997754211887
107807.904,183287.614,30.500515102937104,6.537951710438873
107807.898,183287.611,30.545853837730743,6.538010492957887
107807.897,183287.611,30.40831364087609,6.537832169516052
107807.897,183287.611,30.371326938527712,6.5377842155635655
107807.895,183287.61,30.388509366760942,6.537806492903658
107807.889,183287.607,30.55883183132511,6.538027319169705
107807.889,183287.607,30.55883183132511,6.538027319169705
107807.889,183287.607,30.54162593120786,6.5380050113978765
107807.889,183287.607,30.59321244339457,6.538071894277324
107807.888,183287.606,30.524428133917198,6.537982714131513
107807.886,183287.605,30.61106329180426,6.538095038236697
107807.881,183287.603,30.52557856863869,6.537984205691682
107807.881,183287.603,30.52557856863869,6.537984205691682
107807.881,183287.603,30.508369100933876,6.537961893294408
107807.88,183287.602,30.557689096546657,6.538025837592658
107807.878,183287.601,30.550965160911108,6.5380171198841435
107807.875,183287.6,30.5348979916849,6.537996288498247
107807.858,183287.592,30.553151240517472,6.538019954177306
107807.858,183287.592,30.58752145609531,6.5380645158056785
107807.858,183287.592,30.570334455130247,6.538042232536954
107807.858,183287.592,30.570334455130247,6.538042232536954
107807.858,183287.592,30.553151240517472,6.538019954177306
107807.858,183287.592,30.53594788018091,6.53799764969835
107807.858,183287.592,30.53594788018091,6.53799764969835
107807.858,183287.592,30.553151240517472,6.538019954177306
107807.858,183287.591,30.553151240517472,6.538019954177306
107807.857,183287.591,30.570334455130247,6.538042232536954
107807.856,183287.59,30.58752145609531,6.5380645158056785
107807.855,183287.59,30.553151240517472,6.538019954177306
107807.85,183287.587,30.485264937994685,6.537931938314335
107807.85,183287.587,30.485264937994685,6.537931938314335
107807.85,183287.587,30.433681256033864,6.537865059104329
107807.85,183287.587,30.416476580628007,6.537842752920361
107807.85,183287.587,30.450875327685264,6.537887351540331
107807.85,183287.587,30.502457959721045,6.53795422938909
107807.85,183287.587,30.554042819758404,6.538021110126494
107807.85,183287.587,30.538392070617675,6.53800081863704
107807.85,183287.587,30.505130408268617,6.537957694268696
107807.849,183287.587,30.523397849782214,6.537981378348832
107807.849,183287.587,30.58752145609531,6.5380645158056785
107807.846,183287.585,30.58752145609531,6.5380645158056785
107807.846,183287.585,30.570334455130247,6.538042232536954
107807.846,183287.585,30.60472449402526,6.538086819866628
107807.846,183287.585,30.60472449402526,6.538086819866628
107807.846,183287.585,30.570334455130247,6.538042232536954
107807.846,183287.585,30.553151240517472,6.538019954177306
107807.846,183287.585,30.570334455130247,6.538042232536954
107807.846,183287.585,30.553151240517472,6.538019954177306
107807.845,183287.585,30.503099686108133,6.537955061399372
107807.845,183287.584,30.48590105405281,6.537932763050722
107807.843,183287.584,30.466517486077606,6.537907631891719
107807.84,183287.582,30.64472456500614,6.5381386807079975
107807.84,183287.582,30.66191210224662,6.538160964672013
107807.84,183287.582,30.64472456500614,6.5381386807079975
107807.84,183287.582,30.610323334050022,6.538094078867606
107807.84,183287.582,30.610323334050022,6.538094078867606
107807.84,183287.582,30.64472456500614,6.5381386807079975
107807.84,183287.582,30.64472456500614,6.5381386807079975
107807.838,183287.581,30.467654154208567,6.537909105603244
107807.836,183287.58,30.50464680496344,6.537957067267951
107807.832,183287.578,30.51907859509745,6.537975778354219
107807.827,183287.575,30.373740471819808,6.537787344754693
107807.823,183287.573,30.513824231150203,6.537968965972928
107807.819,183287.571,30.42491829237872,6.537853697757789
107807.815,183287.569,30.529541451915296,6.537989343644089
107807.812,183287.568,30.58371790476773,6.538059584430128
107807.81,183287.567,30.513496404943595,6.53796854094011
107807.81,183287.567,30.53067501863189,6.537990813334573
107807.81,183287.567,30.513496404943595,6.53796854094011
107807.805,183287.564,30.34512112664813,6.537750239237536
107807.805,183287.564,30.310735791761413,6.537705658006698
107807.805,183287.564,30.24309122957746,6.537617955564604
107807.802,183287.563,30.376822774053892,6.537791341017282
107807.801,183287.562,30.34358169711058,6.537748243338302
107807.8,183287.562,30.32678065941244,6.537726460478184
107807.798,183287.561,30.426862470097305,6.537856218420623
107807.794,183287.559,30.27115115527842,6.537654335783937
107807.794,183287.559,30.236755874464976,6.5376097416580174
107807.794,183287.559,30.236755874464976,6.5376097416580174
107807.793,183287.559,30.250860169022857,6.537628028140135
107807.792,183287.558,30.28413117482004,6.537671164622434
107807.791,183287.558,30.351356176047982,6.537758323095888
107807.79,183287.557,30.351356176047982,6.537758323095888
107807.79,183287.557,30.44511366259577,6.537879881433605
107807.786,183287.555,30.57325943610809,6.538046024829587
107807.784,183287.554,30.49296777141624,6.537941925182168
107807.784,183287.554,30.549737168223523,6.53801552776862
107807.779,183287.552,30.6304492808814,6.538120172534703
107807.778,183287.551,30.59605589833907,6.538075580869927
107807.772,183287.549,30.395087711510097,6.537815021850861
107807.77,183287.547,30.343087637668564,6.53774760278098
107807.77,183287.547,30.377474095629484,6.537792185467906
107807.77,183287.547,30.343087637668564,6.53774760278098
107807.77,183287.547,30.32588242258532,6.53772529589731
107807.77,183287.547,30.32588242258532,6.53772529589731
107807.77,183287.547,30.39466214757357,6.537814470099245
107807.767,183287.546,30.380059683066577,6.537795537730456
107807.767,183287.546,30.39725527720293,6.537817832140387
107807.767,183287.546,30.448846573610872,6.537884721222667
107807.762,183287.544,30.636766634752117,6.538128363102342
107807.76,183287.543,30.57067986010224,6.538042680360971
107807.76,183287.543,30.51907859509745,6.537975778354219
107807.76,183287.543,30.57067986010224,6.538042680360971
107807.758,183287.542,30.309587538681853,6.537704169275069
107807.758,183287.541,30.275200393664647,6.537659585697361
107807.753,183287.539,30.221743764489712,6.537590278176205
107807.753,183287.539,30.221743764489712,6.537590278176205
107807.753,183287.539,30.23895934881844,6.537612598503796
107807.752,183287.539,30.339037807819352,6.537742352100714
107807.752,183287.539,30.28794098520714,6.537676104112973
107807.748,183287.537,30.33789796371044,6.537740874271472
107807.742,183287.534,30.508216740823286,6.537961695756671
107807.742,183287.534,30.491021028180576,6.537939401193094
107807.742,183287.534,30.456636050971515,6.53789482042599
107807.74,183287.533,30.44917112770459,6.53788514201313
107807.74,183287.533,30.3803835404297,6.537795957617594
107807.74,183287.533,30.431973639543514,6.5378628451475596
107807.74,183287.533,30.38347853737923,6.537799970339119
107807.738,183287.532,30.5104874011355,6.537964639710303
107807.737,183287.532,30.511628847402527,6.5379661196167715
107807.737,183287.531,30.477232091173654,6.537921523577949
107807.736,183287.531,30.410004334055984,6.5378343615314325
107807.734,183287.53,30.392815722917263,6.537812076175087
107807.73,183287.528,30.392815722917263,6.537812076175087
107807.73,183287.528,30.42720106227036,6.537856657411718
107807.73,183287.528,30.461589772058087,6.5379012430181795
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.528,30.47877922380952,6.537923529464394
107807.73,183287.527,30.47877922380952,6.537923529464394
107807.729,183287.527,30.461589772058087,6.5379012430181795
107807.727,183287.526,30.28339082617908,6.5376702047465525
107807.723,183287.524,30.28744913778619,6.537675466423577
107807.723,183287.524,30.28744913778619,6.537675466423577
107807.723,183287.524,30.321835994237933,6.537720049627154
107807.723,183287.524,30.39062050055517,6.537809230028171
107807.723,183287.524,30.39062050055517,6.537809230028171
107807.723,183287.524,30.321835994237933,6.537720049627154
107807.723,183287.524,30.304647539296223,6.537697764473322
107807.723,183287.524,30.35622950671909,6.537764641460398
107807.723,183287.524,30.40782438131425,6.537831535181865
107807.722,183287.524,30.479199800583636,6.537924074750061
107807.722,183287.523,30.529232474481496,6.537988943049058
107807.719,183287.522,30.42192902993393,6.53784982212303
107807.719,183287.522,30.473507428573832,6.537916694483112
107807.719,183287.522,30.490704353963817,6.537938990619039
107807.719,183287.522,30.490704353963817,6.537938990619039
107807.719,183287.522,30.490704353963817,6.537938990619039
107807.719,183287.522,30.473507428573832,6.537916694483112
107807.719,183287.522,30.45631202133663,6.537894400315498
107807.717,183287.521,30.37082788083181,6.5377835685259145
107807.712,183287.518,30.2542083339557,6.537632369098693
107807.712,183287.518,30.271399359196742,6.537654657584968
107807.712,183287.518,30.322989943025824,6.537721545743375
107807.712,183287.518,30.357371872145634,6.537766122558574
107807.712,183287.518,30.37457149063086,6.53778842218615
107807.712,183287.518,30.37457149063086,6.53778842218615
107807.712,183287.518,30.357371872145634,6.537766122558574
107807.712,183287.518,30.322989943025824,6.537721545743375
107807.711,183287.518,30.305798095463302,6.537699256190947
107807.71,183287.517,30.305798095463302,6.537699256190947
107807.709,183287.517,30.23335992632644,6.537605338747638
107807.708,183287.516,30.267744684338812,6.537649919230549
107807.707,183287.516,30.28339082617908,6.5376702047465525
107807.706,183287.515,30.28226318544482,6.537668742739216
107807.705,183287.515,30.43083661041896,6.537861370967999
107807.704,183287.514,30.504810728653727,6.5379572797980865
107807.704,183287.514,30.504810728653727,6.5379572797980865
107807.704,183287.514,30.504810728653727,6.5379572797980865
107807.704,183287.514,30.522005826470835,6.537979573564531
107807.703,183287.514,30.55640008249256,6.538024166361789
107807.702,183287.514,30.55640008249256,6.538024166361789
107807.697,183287.511,30.542935266957866,6.538006708976205
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.508547725455337,6.537962124884447
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.508547725455337,6.537962124884447
107807.697,183287.511,30.491336003627765,6.537939809564661
107807.697,183287.511,30.491336003627765,6.537939809564661
107807.697,183287.511,30.491336003627765,6.537939809564661
107807.697,183287.511,30.525729272899664,6.537984401082579
107807.697,183287.511,30.560122480047312,6.538028992519952
107807.697,183287.511,30.560122480047312,6.538028992519952
107807.697,183287.511,30.49021126672899,6.537938351322202
107807.696,183287.511,30.49021126672899,6.537938351322202
107807.696,183287.51,30.474159778018464,6.537917540266387
107807.694,183287.509,30.38412115654175,6.537800803506902
107807.694,183287.509,30.30432720226488,6.53769734915036
107807.693,183287.509,30.30432720226488,6.53769734915036
107807.692,183287.508,30.253881767139784,6.537631945698699
107807.684,183287.504,30.388502776161037,6.537806484358821
107807.684,183287.504,30.371310940327863,6.5377841948216
107807.684,183287.504,30.336916990206166,6.537739602420947
107807.684,183287.504,30.30253745219796,6.53769502870587
107807.684,183287.504,30.268141643845173,6.537650433895985
107807.684,183287.504,30.250941690136504,6.5376281338337865
107807.684,183287.504,30.250941690136504,6.5376281338337865
107807.683,183287.504,30.231152382256425,6.537602476625397
107807.683,183287.504,30.21645305996293,6.537583418678673
107807.679,183287.502,30.21759297453342,6.537584896599268
107807.679,183287.502,30.20040651964397,6.53756261403854
107807.679,183287.502,30.251972643244827,6.537629470483805
107807.679,183287.502,30.21759297453342,6.537584896599268
