x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_end,pos
107749.7388,183321.6124,11.390251672995655,22.054585533932055,37.99690314225633,54.75272391215144,69.84313461701102,82.18393813829879,91.47485691362705,97.81411050056498,101.47332920829204,102.78992856755528,102.10124497549106,99.7242403069352,95.93925216078006,90.98954766607123,85.08209027561132,78.39060418772652,71.0625565297838,63.21937350162032,54.962490728081995,46.37773341598745,37.53648874775954,22.21841912
107749.9066,183321.3569,11.482720577536892,22.299558306655452,38.39725451832229,55.24580863094776,70.35898691859248,82.66759430440096,91.88959785155825,98.14143945834563,101.70925185246682,102.93666365517608,102.16614265410145,99.7146727148973,95.86679085116954,90.8638001838507,84.91352582476333,78.18906843481696,70.8357836159409,62.977098276041716,54.71187641147928,46.12613342065434,37.29092004055544,22.52413195
107750.0265,183321.1744,13.012489997733567,23.705187400919037,39.574095240258764,56.130934852629586,70.92905794564398,82.92607434426698,91.86106297776698,97.86140894508256,101.21420568993148,102.2649179658164,101.35380273784904,98.79515763573738,94.86704061480006,89.80758905981455,83.82397374032045,77.08805110363066,69.74146060829109,61.90033113620097,53.66472144609529,45.12270582861429,36.343428524667814,22.7424903
107750.2251,183320.8724,13.96749547381983,24.703013640993678,40.59308049463207,57.12734646913058,71.85439619411504,83.73901861272167,92.53130350290063,98.36496516863326,101.54337199876079,102.41533666638554,101.3283773642675,98.59618053298165,94.49809670176467,89.27629590129611,83.1320461772943,76.24082223124061,68.74251783769873,60.75818608044955,52.38791048391249,43.717951224697025,34.813821706828975,23.10394943
107750.509,183320.442,12.826762210527297,24.06548422682301,40.60513445578767,57.75538452811203,72.98462774257226,85.23030882788889,94.25092672248172,100.18918385388044,103.36982104622221,104.15848927866898,102.92191795590234,99.98264755531497,95.62966262070363,90.12322803149706,83.66105185446875,76.43250067595406,68.57850357383894,60.22876140126507,51.482792904315865,42.433457348710235,33.14536765847705,23.61945999
107750.6907,183320.1676,11.119939528247402,22.808476649082706,39.97555932535893,57.75374425090305,73.5306284482713,86.20850519331276,95.53487019484227,101.66627447059555,104.93737308618306,105.73284472538947,104.42738771596701,101.36482005643964,96.83793989797228,91.10786239172143,84.38754147678426,76.8683756545531,68.70748710036692,60.027068519478334,50.94261390650851,41.54706464861853,31.908900818661525,23.94862947
107750.8727,183319.8938,9.488970266429885,21.358579151618407,38.81452283865053,56.92553833424911,73.03249426770545,86.0118943669416,95.59602370060917,101.93194385502957,105.35444106376022,106.2465256876069,104.99294392745138,101.93374419821556,97.37665572362415,91.58126464915112,84.7714002675782,77.13896522439447,68.84300193890512,60.017461298033034,50.77076125011579,41.19757119897001,31.372446007081333,24.27740215
107751.0455,183319.6348,9.902529495725057,21.00381024155683,37.30959418513833,54.199695351755835,69.20654281695782,81.31027567166258,90.28081084100188,96.26772289251834,99.58657121554764,100.59457244534593,99.64429453471105,97.05526790903663,93.1086236695805,88.04585904132641,82.07249053348028,75.35817834331995,68.04629491869537,60.2551079023261,52.08570266938588,43.61911618797762,34.9236994058963,24.58871088
107751.2445,183319.3381,10.59343651681872,20.870019737667835,36.08115763331931,51.93658128225317,66.10497524526266,77.60381463069294,86.19585902214747,92.00243080676023,95.30265602573465,96.42125694791258,95.686968985994,93.3982752110213,89.8177449830615,85.17713233388241,79.66081218196537,73.43450628968985,66.64056949484139,59.3839119601622,51.761182829965634,43.84560131992101,35.702479066559974,24.94600827
107751.3619,183319.1637,11.889570242525258,21.363828414110635,35.4100343708391,50.0903066251337,63.26122346631573,74.01076698303757,82.10529324073988,87.64585514832388,90.87484227768702,92.09192684305246,91.59429008269903,89.65376073615299,86.50571461822462,82.36321724481557,77.39878411807116,71.77009235180549,65.59579102774488,58.98805879209581,52.03132161158036,44.80134903366417,37.3607550605288,25.15624371
