,x,y,EC_0.60,EC_1.00,EC_end
53,107716.63013183794,183322.0591483237,35.432587791983856,36.845086184829064,37.51204588717162
54,107716.62433867826,183322.0606795876,35.9702313545342,37.034969214266845,37.37622636832909
55,107716.62425078083,183322.06070282124,35.98743911463726,37.06050941948635,37.406951160198396
56,107716.62416052926,183322.060726678,35.98743911463726,37.06050941948635,37.406951160198396
57,107716.62404912327,183322.0607561255,35.9702313545342,37.034969214266845,37.37622636832909
58,107716.6239766852,183322.06107035745,35.95302385792021,37.00943297026622,37.34550338727875
59,107716.62386277212,183322.0608053822,35.91861226620369,36.95835393522172,37.28404434251709
60,107716.61306361068,183322.0636598468,36.174959435227365,37.09560443000502,37.303477688059694
61,107716.61303289648,183322.06366796605,36.14054177259572,37.04452642765391,37.24202515752286
62,107716.61094716896,183322.0642192727,36.157750954254716,37.07006206776836,37.272748548061585
63,107716.6046206252,183322.0658915201,36.19217123680178,37.121146768635526,37.334201841153664
64,107716.59783572472,183322.06755687296,36.337560092510124,37.215303234033435,37.37464066097474
65,107716.59415232278,183322.0686585335,36.32034685128321,37.18976238426065,37.34391659714226
66,107716.59328399616,183322.0688880533,36.234299391080576,37.062071768775574,37.19028948810008
67,107716.59299571776,183322.06896424945,36.285927622565474,37.138689073201284,37.28246586321063
68,107716.59271537332,183322.06903835107,36.303136942883,37.164224474593496,37.313189919198706
69,107716.59225783047,183322.06915929168,36.25150816962592,37.087610413147594,37.2210175932397
70,107716.58791690267,183322.07030669693,36.303136942883,37.164224474593496,37.313189919198706
71,107716.5858460224,183322.07085407892,36.303136942883,37.164224474593496,37.313189919198706
72,107716.5854686362,183322.0709538292,36.234299391080576,37.062071768775574,37.19028948810008
73,107716.58378667518,183322.0718187336,36.285927622565474,37.138689073201284,37.28246586321063
74,107716.57899529392,183322.072664883,36.49216522057896,37.44500268582089,37.651463220609386
75,107716.56372257238,183322.07671101764,36.593073532917735,37.59374270863876,37.84585349472417
76,107716.5392211003,183322.08317811228,36.74783584542368,37.82353907531445,38.12252239383988
77,107716.50219668378,183322.09296451043,37.00181205691428,37.95494079955719,38.11131219040483
78,107716.456126725,183322.10514185292,37.1752287516308,38.129508729835294,38.276573950601566
79,107716.39844598416,183322.12038415112,37.05767834762011,37.79464415741087,37.72538915202713
80,107716.3290116506,183322.13874127064,37.80944241655532,38.12827392278518,37.730390132130935
81,107716.23802804212,183322.1627902966,37.811306506588416,37.90570130559642,37.31849608612745
82,107715.73776482904,183321.69397805352,37.097268959304856,37.89389134814318,38.08705978868294
83,107715.72727319536,183321.46086870503,36.31043148352432,38.12774193300799,39.23268330310236
84,107715.72812310506,183321.27212192304,36.253847371968696,38.55842239683649,40.174467637237925
85,107715.75181308066,183321.0006541917,35.918250367847236,38.71659981955298,40.80116397263743
86,107715.93194980395,183320.10737187136,35.78324651091639,37.74091813805479,39.023867580965884
87,107715.99920706652,183319.8779643784,36.81834362330119,38.25667972188049,39.0368652145555
88,107716.08107228606,183319.6257388024,37.98787200550332,39.025494417776095,39.380647085286526
89,107716.14458029834,183319.4457983068,38.84327622272641,39.71876506104229,39.8396344364599
90,107716.24801225524,183319.1743137613,39.82505915874456,40.39949084766036,40.18950046605106
91,107716.33093913784,183318.9697856409,40.34464047544225,40.77971504496398,40.433306447933084
92,107716.45811711982,183318.67468332127,41.30458864305712,41.4277622859251,40.77100224706644
93,107716.56466754367,183318.44044635163,41.77933249466768,41.69169218802803,40.84161326140535
94,107717.02288277113,183317.52485476155,45.19959233426234,44.68406439834172,43.15546152375156
95,107717.04961687844,183317.47500431724,45.47052380678878,44.88354253968139,43.27412880734601
96,107717.08861901326,183317.40284122992,45.57830536533649,45.44504276751773,44.29407430924221
97,107717.13831735704,183317.3117869552,45.063976165658,45.381679444492555,44.66298744622805
98,107717.17365191464,183317.2476072507,45.469048453134846,45.08191704768034,43.75893437895327
99,107717.1848956185,183317.22730559576,45.9282175065379,45.84461687706348,44.725692510010575
100,107717.2363578722,183317.1345956875,45.77304877423668,46.06583954774568,45.15154784765168
101,107717.29016334952,183317.0392065635,45.93577016074888,46.70997066661071,46.30581870446989
102,107717.67122447016,183316.39033711425,46.137049263190626,47.569513875611065,47.754485277072874
103,107717.84762951056,183316.098424132,45.86727679918885,48.616413120674125,50.156786965469486
104,107717.99046099452,183315.8673185744,45.874285627873824,48.933815344797665,50.801268931006504
105,107718.14032393756,183315.627267668,45.86658103735015,48.94647134581044,50.850429429155916
106,107718.29544867406,183315.3823282905,46.04647246033251,48.80642856730677,50.45788962038053
107,107718.44769558312,183315.14442807625,46.540186894065776,48.58472993673487,49.57881254055341
108,107718.60155668388,183314.9048751928,47.66400257468606,48.72176603787799,48.78288788018502
109,107718.78472188654,183314.62087343168,48.99541007927181,49.161218754710966,48.323447548651146
110,107718.93569683444,183314.38747134616,50.06597619327317,49.88311752225086,48.653803209786986
111,107719.08329837448,183314.1601463761,50.71663783720229,50.619387480596785,49.39695022622328
112,107719.21949771378,183313.9511821177,51.280778315229945,51.39120150421826,50.306935405027204
113,107719.32387566988,183313.7914709756,51.63031041870234,51.742835914013696,50.60549145638852
114,107719.491221261,183313.53629240487,51.827916692563555,52.27382546926377,51.440676563841144
115,107719.6523608942,183313.29152794185,52.01433025716623,52.76894576518315,52.245742017911745
116,107719.83270159364,183313.0190475844,52.4787874827398,53.231062072411255,52.716674398543084
117,107720.00411479824,183312.7615625197,52.648914228033576,53.39778398878588,52.915187284657634
118,107720.15978150853,183312.52913073264,52.78125495902471,53.57106730508989,53.140519666757385
119,107720.3345691488,183312.26948618703,53.20716441285263,53.87217247130136,53.31969570143042
120,107720.5143141064,183312.0035634497,53.863621351477164,54.152913204053185,53.20166093748874
121,107720.67631621246,183311.76426076703,54.03973121638409,54.12168266443398,52.98519102309919
122,107720.83103568552,183311.53568911648,54.15720262426263,54.0808059827058,52.785808701043514
123,107720.99709873734,183311.29011266027,54.513600384614335,54.201454561591696,52.695482980644584
124,107721.15999946374,183311.04893653188,54.77187423863803,54.46802610294901,52.936448943475284
125,107721.30836312936,183310.829124406,54.90687819108965,54.71903726241551,53.29143925375503
126,107721.50329234423,183310.54030169733,55.18690091763142,55.23523719644944,53.96821034440956
127,107721.6961086686,183310.25473044347,55.13554082918061,55.40286266294678,54.34312096782224
128,107721.80061543507,183310.10002102423,54.987102279520194,55.33010610302067,54.362554512553245
129,107721.91190056971,183309.93532617204,54.96617138187884,55.29722830910783,54.32663055562627
130,107722.0741026643,183309.695340002,55.0270999834025,55.302632579163514,54.299643294719694
131,107722.26826370184,183309.4080775389,55.38703601385025,55.505992203207235,54.419370249864826
132,107722.42052747923,183309.1827352494,55.65312516269189,55.86408738822217,54.869518264146166
133,107722.58760236,183308.93535597995,56.44412180360622,56.626900437441705,55.56403934348103
134,107722.77208954823,183308.6616195301,57.256452494098056,57.35519224402566,56.224763697597204
135,107722.91889134092,183308.44458333123,58.06855628914907,57.846527379125476,56.40432702744959
136,107723.1078064316,183308.164772898,59.004292836122296,58.402664858934166,56.597307718163485
137,107723.27208889996,183307.92200151365,59.66977081403314,58.83094785730301,56.805089006504694
138,107723.42935387867,183307.68933294527,59.871272094238805,58.90474375227057,56.76594888823084
139,107723.57466029834,183307.4747107178,60.14229472816786,59.003543747763395,56.701017003094734
140,107723.75095043628,183307.2140607331,60.61127478712493,59.25052582297998,56.727110410210955
141,107723.89567734311,183306.9996806924,61.074797201774395,59.48717422709117,56.751930050213325
142,107724.09069127405,183306.70925390068,61.6772339205852,59.975414749492,57.04272571014916
143,107724.26548025932,183306.4485996384,61.94767799496093,60.40384028460439,57.57374228072528
144,107724.44698003498,183306.176397359,62.07318131823623,60.722597392881106,58.032013439296946
145,107724.54359789957,183306.03036846968,62.19915194217347,60.95064869488347,58.3312918413615
146,107724.85302524772,183305.56096113755,62.094292461419066,61.53450157762581,59.49209253672436
147,107724.98894571768,183305.3532716222,61.95610091302388,61.69783924156281,59.935156262425465
148,107725.15238706714,183305.1024338296,61.84194276509488,61.761580437823994,60.17204274281313
149,107725.27989835903,183304.90635603663,62.00504755890071,61.918821818447924,60.30822381488805
150,107725.45319444702,183304.6387275401,61.87193406619642,62.15223818251841,60.916841674749016
151,107725.5902814822,183304.4270731732,61.57947512210693,61.966000358761505,60.854673742563875
152,107725.72929396549,183304.2124596024,61.24342263950642,61.63252856195253,60.58164028778515
153,107725.86565198952,183304.00198668893,61.1836907890489,61.173783718863405,59.7907584966871
154,107726.53231317471,183302.9677642826,61.70227079018232,61.14772864765837,59.24802719100218
155,107726.6792164754,183302.73838893045,61.406895997611656,61.11626924386344,59.48420256663628
156,107726.8128779757,183302.5285052136,61.032519807373866,60.951707962178126,59.558106795614286
157,107726.96339645612,183302.2930001412,60.694589346322026,60.7896681598755,59.58618392158563
158,107727.03697981578,183302.17812065128,60.33990953814057,60.58154577496472,59.54848485576296
159,107727.17207644285,183301.96785954665,59.91335572612525,60.35406778788755,59.486444285840356
160,107727.34797519702,183301.6953639323,59.182420276010106,59.92170889277227,59.39742662714866
161,107727.5077181758,183301.44912579004,58.778168939001475,59.71310922931729,59.375767968195504
162,107727.67000577204,183301.19971494097,58.57104296620052,59.5265946314731,59.169529340875194
163,107727.88235785691,183300.87418403104,58.08737125272194,59.220738016768884,58.99834239363803
164,107728.00237791135,183300.6904564798,57.979009413042874,59.1409344580921,58.950856756235936
165,107728.18572003942,183300.4103592485,57.57002501826187,59.00560044927465,59.08911556940346
166,107728.33884344474,183300.17665785737,57.20859966245354,58.80102034425649,58.99917589118489
167,107728.51423169993,183299.9099189276,56.74071681704204,58.43247015965062,58.67229181338542
168,107728.66787888268,183299.6770742461,56.451783412352775,58.31702821707083,58.714533564940005
169,107728.8227838406,183299.44330492057,56.204584940373074,58.24692372769373,58.84830950497734
170,107728.97812167108,183299.20965167973,55.73420566086938,58.07342791605675,58.97830078548402
171,107729.12223662317,183298.99375935085,55.232159986229576,57.78355962759492,58.88984102156095
172,107729.30774331636,183298.7167600664,54.677534352606706,57.704358460969814,59.30350323431373
173,107729.44869918472,183298.5070608277,54.521920139964955,57.6867735780169,59.42064549025688
174,107729.6187134514,183298.25495502632,54.53228808101832,57.82871329966666,59.68834966185625
175,107729.72904584368,183298.0918072797,54.666993243561556,58.009834596479934,59.919701092593385
176,107729.85603940138,183297.90439833608,54.650119230682996,58.0490602541686,59.997969839816776
177,107730.2037703346,183297.3928467352,54.69540437127586,58.276151586622085,60.37626090544259
178,107730.3736378749,183297.1435604645,54.88052071418529,58.38736400596291,60.42833256191878
179,107730.5393986426,183296.9006461138,55.49706995211241,58.39665669180619,59.83725324092885
180,107730.68000181532,183296.6947682156,55.813402671897926,58.53790296633763,59.82416251785265
181,107730.83695559992,183296.4651348805,56.449509743204004,58.64403305068087,59.361892852198494
182,107730.99498246578,183296.2341485666,56.959730228789844,58.933068344240745,59.40927678794484
183,107731.15696440014,183295.99757911265,57.56269859781212,59.41251115623235,59.72720342199794
184,107731.344262985,183295.7241347432,58.01223649391246,60.223802266061064,60.880912703114916
185,107731.4846735776,183295.5190276364,58.13218822130606,60.41287647405693,61.11377947563095
186,107731.63004587613,183295.3063815804,57.66395765351781,60.47662050926571,61.67425706822384
187,107731.97891695888,183294.7939621713,57.44809326208145,60.61073880008637,62.201275098454644
188,107732.92321777547,183293.3894409109,57.26823585274319,60.88307244673449,62.850211203912735
189,107733.50347076976,183292.5206037173,57.56509666637187,61.0410044916426,62.909872192569516
190,107733.56776416536,183292.4244362228,57.51377418736434,61.20870419196829,63.284738680372506
191,107733.6157273298,183292.3527205056,57.28573725929276,61.233658782792695,63.509964608474284
192,107733.69494012617,183292.23433559947,56.76553903853867,60.98355712908019,63.53141492029537
193,107733.75744427176,183292.14097931888,56.52899944578212,60.82998046881089,63.44397729758059
194,107733.83418141742,183292.02644672152,56.42776750328919,60.70017242164084,63.29787114483386
195,107734.10616072077,183291.62134738453,56.0520360325269,60.24717299809872,62.877339274851096
196,107734.19174599188,183291.49412029705,55.96771893715869,60.28296217985328,63.04863768981357
197,107734.3091367912,183291.3196846489,55.72878190633392,60.326641067672305,63.33951293647003
198,107734.42131350604,183291.15320350043,55.49356850998374,60.37242942316185,63.605310699119485
199,107734.53302015371,183290.98724528216,55.165247619442816,60.42942764653575,63.98796746044614
200,107734.6425666913,183290.82519504047,54.92821635342737,60.56801026467072,64.47411398638008
201,107734.784360047,183290.61489054747,54.38408617625114,60.20031440000772,64.38289818166182
202,107734.9185834274,183290.41582804263,54.541831752740094,59.71704260691478,63.21754042599423
203,107735.06319908494,183290.20104578137,55.037448677124885,59.73888975755122,62.7659122020129
204,107735.09533961222,183290.1529129995,55.099431217380406,59.66868395340354,62.58419345774355
205,107735.14337870896,183290.08140537515,55.21637893502435,59.715237812089455,62.5783928331288
206,107735.72455876968,183289.21421781275,55.71589727421142,61.09737283097571,64.65442464186313
207,107735.8869684845,183288.9712003497,55.45124258101445,61.341668646701606,65.39811647730583
208,107736.02653748832,183288.7622230537,55.28858978833042,61.50388068943863,65.8828955097212
209,107736.18554259949,183288.52444807813,54.989147359942244,61.712589086577765,66.59739115469883
210,107736.3760392796,183288.23867785465,54.91727046384968,61.9445087476452,67.11558911402516
211,107736.53245658152,183288.00450909603,55.091844202987666,62.18355982067677,67.43999661867875
212,107736.67162056702,183287.79629826263,55.32256506053383,62.284300312998205,67.42741509055729
213,107736.82925852196,183287.56067983527,55.69902660957692,62.57478708838259,67.60524550105262
214,107736.98853756062,183287.32274661027,56.196224603613686,62.919177485547344,67.7824032962882
215,107737.17656369772,183287.0421263957,57.04798158742818,63.451077109256126,68.01666174996812
216,107737.3211489846,183286.8263810016,57.587367093270466,63.856043204358,68.2627032229101
217,107737.49594901924,183286.5656817025,58.51714220020715,64.35454849429317,68.34106363657396
218,107737.6829739665,183286.2866319632,59.265199518694835,64.63951399066804,68.19701611896598
219,107737.7530926807,183286.1823583329,59.29959342055162,64.69057879462835,68.25849719980498
220,107737.92427361794,183285.92719637696,59.84717720669542,64.82974669339943,68.01159711940102
221,107738.4073450618,183285.20691108983,60.96595790975156,65.45178505187883,68.04924952976046
222,107738.56573200636,183284.9704286,60.93316834444815,65.71640023363706,68.59939499522801
223,107738.76516146284,183284.6721167052,60.74846500439835,66.65702657169882,70.55495786980511
224,107738.91058020176,183284.4539626129,60.682426361332155,66.8530559636996,70.92739038928961
225,107739.04516441427,183284.25157980435,60.591317564086125,67.21042032770572,71.73557426631017
226,107739.2307792173,183283.9717085138,60.24639827015219,66.92401576195391,71.56508127821435
227,107739.403927142,183283.71031039025,59.993024668604306,66.6030174104499,71.25104865042535
228,107739.54795872328,183283.492972428,59.81429728020764,66.15006202616166,70.52724892940498
229,107739.76654473614,183283.1635316452,59.923884815942564,65.91337086239506,70.01195019442709
230,107739.90620230696,183282.95441079885,59.83871900570205,65.95460349932956,70.14775328789834
231,107740.05765354708,183282.72778643947,59.65640465295655,66.12118698729397,70.59470797852282
232,107740.28155471472,183282.39354748183,59.18932839780152,66.21859167338764,71.19957228299626
233,107740.42754917256,183282.1759251319,58.85226535074301,65.97248789185034,71.09314207713068
234,107740.5472857451,183281.99754382763,58.49291334024743,65.67674273287976,70.90521457636078
235,107740.70248757026,183281.7664308166,58.482945108027984,65.32839497951583,70.26641378848267
236,107740.85217915606,183281.54363073315,58.43298136976289,64.87336670823817,69.40483750013003
237,107740.9994887376,183281.3245129473,58.40512679073053,64.44288652447207,68.59876892704617
238,107741.19009550616,183281.04133029003,58.27670378983784,64.19810714890211,68.18533915863249
239,107741.34917014543,183280.8053402324,58.11160560544444,64.13721999836385,68.22358337076163
240,107741.49176093034,183280.5941080936,57.79479080967864,64.22700323138002,68.66621715944711
241,107741.6901182174,183280.30070089456,57.060445802215604,64.239508464724,69.32718863254905
242,107741.83917437975,183280.080300632,56.497196409036576,64.18873141980771,69.78375176963519
243,107742.00469496664,183279.8353229025,55.50526753459426,64.00676735020369,70.36438739708589
244,107742.20581398066,183279.53717178103,54.494954407257964,63.753128636876966,70.8769165439923
245,107742.4028008766,183279.24431879725,53.51994683879579,63.83895408723936,72.06962527293607
246,107742.5650769718,183279.0023071114,52.63579708432381,63.425931205311514,72.09969687220485
247,107742.71349005665,183278.7802635841,52.12913437227725,63.37142937892395,72.45222343784704
248,107743.07130855272,183278.24115799367,51.68053064644085,62.25931785272287,70.81765173544424
249,107743.18810036324,183278.06385586224,51.9002525743035,61.87997177800925,69.87598666139475
250,107743.32258474774,183277.8589412365,52.10818858387849,61.94135947726117,69.79982220944983
251,107743.47695365586,183277.6229293635,52.439937616566155,61.712528971337704,69.02550563761548
252,107743.62039889478,183277.4031047653,52.74674521727774,61.60917294272685,68.50756240272132
253,107743.83923708714,183277.06725062337,52.92430881521833,61.69192042503577,68.4883944345334
254,107743.98392549076,183276.84514694568,53.02188963681575,61.83651466882438,68.67025366820843
255,107744.1731099122,183276.5546104592,53.144019372761434,62.004400941780546,68.86693763315945
256,107744.30753475224,183276.34828340448,53.30647572571539,62.101979276748786,68.89723233264506
257,107744.80162595642,183275.59119457565,53.48034978383231,62.21472334204794,68.83327465246438
258,107744.97946631478,183275.3193424102,53.35277038787221,62.280715470306205,69.04065767006152
259,107745.12534713912,183275.0963788228,53.06622111392762,62.18664409879336,69.11480155144854
260,107745.32043053488,183274.7981826663,52.39606652609415,61.66938118801255,68.75510322141419
261,107745.48191350824,183274.5509850756,51.91353127028686,61.084996168940044,68.14082173419222
262,107745.65129999704,183274.2912793588,51.18867103303469,60.29388948791081,67.36980070240668
263,107745.85588744776,183273.9770688722,50.63980546150686,59.688427877022015,66.70082305450381
264,107745.95512849708,183273.8244584892,50.415479050266455,59.76837039238138,67.06033907779778
265,107746.06939529076,183273.64860940725,50.173417884177084,59.655934649199445,67.0592046590456
266,107746.27830589266,183273.3264242448,48.6414494877034,59.779185104177294,68.777768897228
267,107746.4295791303,183273.09271241724,47.63652472156635,59.295354628994254,68.78216410482693
268,107746.58901893297,183272.84622046724,46.50203518003504,59.12751037873698,69.63231311136208
269,107746.72391590556,183272.63785534533,45.7215877923153,59.09435254455409,70.35378336119165
270,107747.05405751994,183272.13095014263,43.96910875893961,58.18387147170457,70.36449795712842
271,107747.2173341702,183271.8826707909,43.91230846268747,57.962098756731436,70.01463735232008
272,107747.38116008948,183271.6349229393,44.27567046163399,57.76940908012142,69.33319656749413
273,107747.55897097952,183271.36789955385,45.09725774996403,57.603804496695886,68.29121489153572
274,107747.7051134523,183271.1486632079,45.87177226118089,57.4439633570326,67.24977911521947
275,107747.9013752072,183270.85403407644,46.70595915928011,57.791550571734085,67.18862388974073
276,107748.51582155432,183269.92957588471,48.5680087811559,58.00533324386814,65.81865524236096
277,107748.6340515423,183269.7519629607,49.171381454134604,58.33396319828575,65.87484946282633
278,107749.332340356,183268.7089305045,51.501429034148394,59.91372200728274,66.27849464414804
279,107749.43177305472,183268.56101045944,51.9482499689607,60.41328528810306,66.82146845446958
280,107749.46607717124,183268.5100050969,52.22905075068936,60.74813282025009,67.19923604488227
281,107749.52036406044,183268.42938166764,52.66618349568353,61.16537578845478,67.61175140017295
282,107749.5949299686,183268.31875416543,52.84613339155282,61.47114057700296,68.02356237918978
283,107749.82102589351,183267.98328241333,52.47542694206583,61.45902711674415,68.3963454374372
284,107749.90549597684,183267.85798880452,52.351400890759614,61.38740251800878,68.37414323066972
285,107749.98905723328,183267.73373557348,51.98306950018188,61.45316157190741,68.88420004457423
286,107750.08854656294,183267.58637784235,51.45657809531193,61.30214077597004,69.04635302885679
287,107750.20413000105,183267.4147056788,50.36082699457102,61.056028455588,69.67660442295309
288,107750.41524873514,183267.10053599253,49.276726573284066,61.04859241733899,70.72264602065484
289,107750.48034305147,183267.0033020107,48.60025499716051,60.56812434075539,70.49005899248888
290,107750.63753549008,183266.7684273105,47.92790369954954,60.192629616298035,70.45070597058633
291,107750.79710492324,183266.52933172416,47.61496813355331,59.95467059415195,70.28826107307337
292,107750.95882481012,183266.28618329484,47.31169395082198,59.52577390947104,69.77810824608851
293,107751.18519284262,183265.94470788445,47.29014272435648,59.0506637692338,68.83787437869877
294,107751.309797444,183265.7561830636,47.40525415777777,59.005291252110496,68.64854132250825
295,107751.40248589672,183265.61575542856,47.334924308070654,58.95828205552973,68.64151397446759
296,107751.55982088642,183265.3769604508,47.0211260794297,58.855495429562865,68.71281922424903
297,107751.71402521874,183265.1426503649,46.64579768956034,58.82255822031631,68.98864617743861
298,107751.93047935012,183264.8136425065,46.48904345150257,58.772787851248516,68.9974296823271
299,107752.10462196394,183264.5490703024,46.124218103423864,58.41731912668424,68.66164193179107
300,107752.2462158009,183264.3339632051,45.845815803591044,58.09029919180711,68.27419929035008
301,107752.43259986734,183264.05039737187,45.56067979684935,57.468018308856486,67.36067401365752
302,107752.5997374961,183263.7951911874,45.48981135675756,57.30678154606807,67.11693175939615
303,107752.74453145114,183263.57289510127,45.570195560255684,57.33698415878283,67.09613102139441
304,107752.903987896,183263.32661591657,45.64882879797374,57.48564570967958,67.30631164631508
305,107753.06492479848,183263.0774936033,45.62440570644878,57.70321875217691,67.74259506461931
306,107753.25283961734,183262.78512810823,45.393441951989836,57.822659706441655,68.19479768199439
307,107753.3800332716,183262.58700063825,45.30811274972929,58.05748099327849,68.75848535360721
308,107753.58580338974,183262.26662678452,45.141801408857944,58.08079930857291,69.01313780891913
309,107753.7394543942,183262.0278284624,44.94674389178553,58.060364610374876,69.18678468561511
310,107753.9025855408,183261.7748838589,44.917446261016366,58.158021248115816,69.43409149663378
311,107754.02640346852,183261.58327390903,44.876416524789576,58.40524222823334,69.9740765205108
312,107754.14320933109,183261.4027323164,45.1315907833348,58.583105965289754,70.06724822464415
313,107754.28329973247,183261.1874410948,45.29126838561103,58.868351343716185,70.47450973594856
314,107754.44712198596,183260.93618760817,45.685310985475866,59.16903154908646,70.6701674344685
315,107755.47694818483,183259.38594079483,48.49979852457499,60.03189512808541,69.57448999239095
316,107755.65091523185,183259.1296467632,48.91640637923863,60.335708372939074,69.66574229843494
317,107755.84721706677,183258.84175763463,49.068215586195045,60.670348972411745,70.07449404410363
318,107756.0138325582,183258.5982079329,49.01570022766795,61.118544326571865,70.92234792684744
319,107756.18302621676,183258.35171715915,48.61544952326847,61.489443213502476,72.0406263117097
320,107756.34972641183,183258.1095542172,48.276856118738166,61.999419962760896,73.33170912818437
321,107756.50435804244,183257.88579812925,47.64636421107874,62.718065922391176,75.39891178092586
322,107756.736102935,183257.5518479189,46.96871431265543,62.749585417134654,76.1519878259149
323,107756.78054767496,183257.4886921681,46.586584804613935,62.624899697685,76.3306984759486
324,107757.44832752968,183256.5439902684,47.48849774627674,62.76108897705022,75.76336254852438
325,107757.69471831164,183256.1992680253,48.11249148768,62.914848407332585,75.40542830144962
326,107757.84703196146,183255.9868068304,48.46918590947328,62.997749231580734,75.21062838219588
327,107758.02797275408,183255.7349731922,49.07264484074102,63.59506015604353,75.73507992516231
328,107758.19396688498,183255.5044224318,49.173406257100595,63.92479400713013,76.29758813569859
329,107758.36518081864,183255.2670706744,49.313797627554194,64.37404293171939,77.00764917110287
330,107758.57615227872,183254.9751575431,49.69398324165267,65.11085670299344,78.0249229541856
331,107758.75695941703,183254.7253991235,50.08117280214728,65.51081497689022,78.41179316394143
332,107758.89534328353,183254.53453959804,50.263253651048316,65.66908981077319,78.55006620700452
