x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,pos
107746.4307,183326.6575,26.58561584,38103.39,31.55514724,18.59830306,53.8324048,35.60482045,51.64321109,51.6333371,0.875508142,0.929908293,0.860953349,0.990175811,1.317586774,-0.011361382,16.18537661
107746.615,183326.373,26.593536,38103.48,31.45514724,18.09830306,53.8324048,35.00482045,52.04321109,51.3333371,0.875508142,0.929908293,0.870953349,1.000175811,1.287586774,0.028638618,16.5243997
107746.7616,183326.1467,26.593536,38103.56,31.25514724,17.79830306,53.3324048,34.10482045,51.94321109,50.5333371,0.875508142,0.929908293,0.870953349,1.000175811,1.287586774,0.048638618,16.79405639
107746.8538,183326.0042,26.593536,38103.61,30.95514724,17.49830306,52.3324048,33.30482045,51.94321109,49.8333371,0.875508142,0.929908293,0.870953349,1.000175811,1.287586774,0.068638618,16.96374926
107746.9832,183325.8045,26.593536,38103.68,30.45514724,16.99830306,51.5324048,32.90482045,52.04321109,49.8333371,0.875508142,0.929908293,0.870953349,0.990175811,1.287586774,0.068638618,17.20172467
107747.1633,183325.527,26.62571945,38103.78,29.95514724,16.99830306,51.3324048,32.60482045,52.84321109,49.6333371,0.875508142,0.929908293,0.860953349,0.990175811,1.297586774,0.068638618,17.53256094
107747.3733,183325.204,26.62571945,38103.88,29.15514724,15.89830306,51.7324048,32.20482045,54.24321109,49.8333371,0.875508142,0.929908293,0.860953349,0.990175811,1.287586774,0.028638618,17.91785628
107747.6963,183324.7092,26.62571945,38104.04,28.25514724,15.19830306,52.2324048,31.30482045,56.34321109,50.0333371,0.875508142,0.939908293,0.860953349,0.990175811,1.267586774,-0.021361382,18.50872592
107747.8486,183324.477,26.65232192,38104.14,28.25514724,14.59830306,52.6324048,29.90482045,59.04321109,49.6333371,0.875508142,0.939908293,0.860953349,1.000175811,1.257586774,-0.011361382,18.78642993
107748.0443,183324.1795,26.65232192,38104.24,28.05514724,14.19830306,52.9324048,28.50482045,61.64321109,49.2333371,0.875508142,0.949908293,0.860953349,1.010175811,1.257586774,-0.001361382,19.14243258
107748.2051,183323.9355,26.65232192,38104.34,27.95514724,14.19830306,53.2324048,27.60482045,63.14321109,48.8333371,0.875508142,0.949908293,0.860953349,1.010175811,1.257586774,-0.011361382,19.43469314
107748.3993,183323.6413,26.6591553,38104.44,28.15514724,14.49830306,53.2324048,27.50482045,63.04321109,48.0333371,0.875508142,0.939908293,0.860953349,1.000175811,1.277586774,-0.021361382,19.78719073
107748.6748,183323.2244,26.67707888,38104.58,28.95510245,15.29830306,52.8324048,28.20482045,61.54321109,46.9333371,0.875513813,0.939908293,0.870953349,1.000175811,1.307586774,-0.021361382,20.28695855
107748.8347,183322.9826,26.68245702,38104.67,28.95510245,16.2017954,52.53163177,29.70473986,59.34337814,46.4333371,0.875513813,0.940358118,0.870953349,1.000261611,1.307590043,-0.011361382,20.57682018
107749.0124,183322.7139,26.68901818,38104.77,29.5547295,17.00416314,52.72815333,31.60192898,57.33834075,47.21388085,0.87553271,0.940646061,0.871152967,1.001003607,1.277580861,0.011072265,20.89894392
107749.2168,183322.4046,26.70924225,38104.87,30.44755994,17.40422786,53.92609494,33.50056358,56.43526644,49.20544086,0.875616712,0.930661445,0.871231683,1.001440491,1.267577917,0.012389785,21.26967672
107749.403,183322.1226,26.71795418,38104.97,31.44755994,17.40422786,55.82609494,34.80056358,56.33526644,51.80544086,0.875616712,0.930661445,0.871231683,1.001440491,1.277577917,0.022389785,21.60760312
107749.5712,183321.8672,26.72694835,38105.06,32.94755994,17.60422786,57.42609494,35.60056358,56.63526644,55.30544086,0.875616712,0.930661445,0.871231683,0.991440491,1.287577917,0.072389785,21.91342561
107749.7388,183321.6124,26.73846453,38105.15,33.54755994,18.10422786,58.22609494,36.10056358,57.13526644,55.70544086,0.875616712,0.930661445,0.871231683,0.991440491,1.287577917,0.062389785,22.21841912
107749.9066,183321.3569,26.74820026,38105.24,33.54755994,18.10422786,58.42609494,36.60056358,57.13526644,55.70544086,0.875616712,0.930661445,0.871231683,0.991440491,1.287577917,0.062389785,22.52413195
107750.0265,183321.1744,26.75803399,38105.31,33.94755994,18.60422786,58.42609494,37.20056358,56.63526644,55.70544086,0.865616712,0.930661445,0.861231683,0.991440491,1.297577917,0.062389785,22.7424903
107750.2251,183320.8724,26.76987078,38105.42,34.24755994,19.00422786,58.52609494,37.70056358,56.03526644,55.90544086,0.865616712,0.930661445,0.861231683,0.991440491,1.297577917,0.062389785,23.10394943
107750.509,183320.442,26.78326733,38105.57,34.24755994,18.70422786,58.72609494,37.70056358,55.63526644,56.30544086,0.875616712,0.930661445,0.861231683,0.991440491,1.297577917,0.032389785,23.61945999
107750.6907,183320.1676,26.79075021,38105.67,33.84755994,18.20422786,58.72609494,37.40056358,55.33526644,56.50544086,0.875616712,0.930661445,0.861231683,0.991440491,1.297577917,0.012389785,23.94862947
107750.8727,183319.8938,26.79075021,38105.77,33.24755994,17.60422786,58.22609494,36.70056358,55.03526644,56.30544086,0.875616712,0.930661445,0.861231683,0.991440491,1.287577917,0.022389785,24.27740215
107751.0455,183319.6348,26.80323365,38105.87,32.34755994,17.10422786,57.02609494,35.60056358,54.83526644,53.80544086,0.875616712,0.930661445,0.861231683,0.991440491,1.297577917,0.052389785,24.58871088
107751.2445,183319.3381,26.81152256,38105.98,31.54755994,16.90422786,55.22609494,34.40056358,53.83526644,52.10544086,0.875616712,0.930661445,0.861231683,0.991440491,1.297577917,0.052389785,24.94600827
107751.3619,183319.1637,26.81988462,38106.04,31.54755994,16.70422786,53.62609494,33.50056358,53.33526644,50.60544086,0.875616712,0.930661445,0.861231683,0.991440491,1.287577917,0.052389785,25.15624371
107751.5436,183318.8951,26.82804553,38106.14,30.84755994,16.10422786,52.72609494,32.60056358,53.03526644,49.30544086,0.875616712,0.930661445,0.871231683,0.991440491,1.287577917,0.052389785,25.48048869
