x,y,z,t,PRP0.6,PRP0.6_inph,PRP1.1,PRP1.1_inph,PRP2.1,PRP2.1_inph,HCP0.5,HCP0.5_inph,HCP1.0,HCP1.0_inph,HCP2.0,HCP2.0_inph,pos
107740.3717,183336.5477,25.6825628,42873.28254,12.26926737,1.001554559,25.73763179,0.610340735,44.33317315,-0.932936914,27.84760449,0.882354997,46.82518107,0.862498283,53.04889272,1.17708059,7.065778271
107740.4979,183336.1387,25.66569054,42873.48241,12.26926737,0.991554559,25.83763179,0.560340735,43.83317315,-1.252936914,28.14760449,0.882354997,46.82518107,0.862498283,52.64889272,1.16708059,7.493805653
107740.5762,183335.9079,25.68129506,42873.58291,12.17007473,0.991554559,25.83763179,0.530340735,43.33317315,-1.392936914,28.14760449,0.882354997,46.62518107,0.862498283,52.74889272,1.17708059,7.737525841
107740.6298,183335.7574,25.70110055,42873.68575,12.27007473,0.991554559,25.83763179,0.540340735,43.03317315,-1.372936914,28.04760449,0.882354997,46.42518107,0.852498283,52.64889272,1.18708059,7.897285692
107740.6913,183335.5811,25.70110055,42873.78575,12.27007473,1.001554559,25.83763179,0.570340735,42.93317315,-1.252936914,27.94760449,0.882354997,46.42518107,0.852498283,52.64889272,1.17708059,8.084004572
107740.7466,183335.4309,25.71637877,42873.87437,12.47007473,1.011554559,25.93763179,0.610340735,42.83317315,-1.102936914,28.04760449,0.882354997,46.72518107,0.862498283,52.54889272,1.16708059,8.244061218
107740.8873,183335.0447,25.73139385,42874.06559,12.67007473,1.021554559,26.23763179,0.640340735,43.03317315,-0.962936914,28.44760449,0.882354997,47.02518107,0.862498283,52.14889272,1.15708059,8.655092762
107741.1071,183334.4966,25.77090587,42874.38337,13.37007473,1.001554559,27.43763179,0.590340735,43.23317315,-0.952936914,29.04760449,0.882354997,47.32518107,0.862498283,51.04889272,1.20708059,9.245622736
107741.2081,183334.2694,25.76213244,42874.48163,13.47007473,1.001554559,27.83763179,0.580340735,43.43317315,-1.022936914,29.24760449,0.882354997,47.32518107,0.862498283,50.64889272,1.19708059,9.494260705
107741.2979,183334.0739,25.76647438,42874.58087,13.67007473,1.001554559,28.23763179,0.590340735,43.73317315,-1.062936914,29.24760449,0.882354997,47.52518107,0.862498283,50.44889272,1.18708059,9.709398545
107741.3821,183333.8929,25.77747918,42874.68432,13.77007473,1.001554559,28.53763179,0.600340735,44.03317315,-1.082936914,29.34760449,0.882354997,47.72518107,0.852498283,50.14889272,1.17708059,9.909024796
107741.4339,183333.7826,25.77747918,42874.78835,13.87007473,1.011554559,28.63763179,0.610340735,44.23317315,-1.062936914,29.54760449,0.882354997,47.92518107,0.852498283,49.94889272,1.17708059,10.03088262
107741.5151,183333.6087,25.79090202,42874.87884,13.87007473,1.011554559,28.63763179,0.620340735,44.33317315,-0.992936914,29.74760449,0.872354997,48.12518107,0.852498283,49.94889272,1.17708059,10.22280618
107741.5961,183333.4358,25.80635516,42874.96636,13.87007473,1.011554559,28.83763179,0.640340735,44.73317315,-0.902936914,29.84760449,0.882354997,48.32518107,0.852498283,49.94889272,1.16708059,10.41373917
107741.7995,183333.0066,25.82034703,42875.18602,13.77007473,1.011554559,29.03763179,0.620340735,45.53317315,-0.862936914,29.84760449,0.882354997,48.92518107,0.852498283,50.14889272,1.17708059,10.88869622
107742.238,183332.0824,25.8368975,42875.68162,13.57007473,1.001554559,28.63763179,0.570340735,46.03317315,-1.162936914,29.84760449,0.882354997,48.82518107,0.852498283,51.74889272,1.20708059,11.91164681
107742.8764,183330.7632,25.89752511,42876.38226,12.27007473,1.011554559,26.73763179,0.620340735,44.93317315,-1.002936914,28.34760449,0.882354997,47.32518107,0.862498283,52.04889272,1.15708059,13.37719899
107742.9722,183330.5436,25.89723178,42876.48206,12.07007473,1.011554559,26.43763179,0.630340735,45.03317315,-0.962936914,28.24760449,0.882354997,47.62518107,0.852498283,52.24889272,1.15708059,13.61678572
107743.1785,183330.0795,25.90554746,42876.68544,11.87007473,1.001554559,25.73763179,0.600340735,44.73317315,-0.992936914,27.84760449,0.882354997,47.52518107,0.852498283,52.74889272,1.15708059,14.12467202
107743.3852,183329.6937,25.91541324,42876.87702,11.97007473,1.011554559,25.53763179,0.600340735,44.13317315,-0.992936914,27.74760449,0.882354997,47.22518107,0.852498283,52.94889272,1.20708059,14.56235516
107743.8433,183328.78,25.93801195,42877.28492,12.57007473,1.001554559,26.43763179,0.590340735,44.03317315,-0.962936914,28.44760449,0.882354997,47.62518107,0.852498283,53.94889272,1.17708059,15.58446244
107744.2404,183328.1636,25.96328381,42877.58007,12.37007473,0.991554559,26.03763179,0.550340735,45.23317315,-1.212936914,29.54760449,0.882354997,50.32518107,0.862498283,57.44889272,1.23708059,16.31770004
107744.8833,183327.2233,26.00206637,42877.96825,13.77007473,1.001554559,27.83763179,0.570340735,44.33317315,-1.212936914,29.64760449,0.882354997,49.02518107,0.862498283,55.34889272,1.20708059,17.45677181
107745.0414,183326.9945,26.01342613,42878.07093,14.07051728,1.001554667,28.53763179,0.580340735,44.43317315,-1.162936914,29.8477291,0.882353617,49.12518107,0.862498283,53.64889272,1.20708059,17.73488159
107745.3869,183326.4796,26.01835182,42878.2858,14.47288808,1.001554886,29.53772875,0.600363983,45.23317315,-1.012936914,30.7483358,0.882347207,49.52636191,0.862504715,51.44889272,1.19708059,18.35495599
107746.2056,183325.3316,26.05353683,42878.78751,14.27472223,1.011554739,29.73779709,0.570386784,46.23608343,-1.173044668,30.64854539,0.88234517,49.12761591,0.862512226,50.25149282,1.167125027,19.76498212
107746.5186,183324.8727,26.08612044,42878.96282,13.37472223,1.011554739,28.73779709,0.580386784,45.43608343,-1.273044668,29.14854539,0.88234517,47.42761591,0.852512226,49.55149282,1.167125027,20.32046228
107746.9148,183324.3147,26.1261914,42879.18486,11.87472223,1.021554739,26.83779709,0.640386784,46.03608343,-0.963044668,27.74854539,0.88234517,47.12761591,0.842512226,51.55149282,1.187125027,21.00481485
107747.0522,183324.1121,26.127517,42879.28724,11.07472223,1.011554739,25.53779709,0.620386784,46.13608343,-0.913044668,26.94854539,0.88234517,47.22761591,0.852512226,53.15149282,1.187125027,21.24961175
107747.2203,183323.8564,26.12544622,42879.38326,10.67472223,1.001554739,24.13779709,0.600386784,45.93608343,-0.983044668,26.24854539,0.88234517,47.32761591,0.852512226,55.15149282,1.187125027,21.55561845
107747.4068,183323.5765,26.11021493,42879.48342,10.27472223,1.001554739,22.93779709,0.570386784,45.43608343,-1.103044668,26.14854539,0.88234517,47.72761591,0.852512226,57.65149282,1.187125027,21.89196092
107747.5824,183323.3058,26.1194648,42879.58414,9.974722226,0.991554739,22.13779709,0.560386784,44.73608343,-1.233044668,26.24854539,0.88234517,48.52761591,0.862512226,60.35149282,1.167125027,22.2146277
107747.7492,183323.0464,26.13851067,42879.6834,9.574722226,0.991554739,21.43779709,0.550386784,43.93608343,-1.363044668,26.64854539,0.88234517,49.12761591,0.862512226,62.45149282,1.147125027,22.52302776
107747.8896,183322.8344,26.14806448,42879.77996,9.574722226,0.991554739,21.03779709,0.550386784,43.03608343,-1.403044668,27.04854539,0.88234517,49.32761591,0.862512226,63.85149282,1.147125027,22.77730352
107748.0289,183322.6243,26.15512974,42879.87286,10.27472223,1.001554739,21.33779709,0.550386784,41.93608343,-1.353044668,27.54854539,0.88234517,48.82761591,0.852512226,64.25149282,1.157125027,23.02938783
