x,y,z,t,PRP0.6,PRP0.6_inph,PRP1.1,PRP1.1_inph,PRP2.1,PRP2.1_inph,HCP0.5,HCP0.5_inph,HCP1.0,HCP1.0_inph,HCP2.0,HCP2.0_inph,pos
107768.6974,183291.8067,27.03985199,42892.7836,20.85047972,0.991361797,44.80609915,0.523837264,80.74952416,-1.432216082,49.37694084,0.882041407,84.40496783,0.872844878,97.22289516,1.359052841,60.14122344
107768.8693,183291.5467,27.0433025,42892.875,20.85047972,0.991361797,44.40609915,0.533837264,79.54952416,-1.452216082,48.97694084,0.882041407,83.30496783,0.872844878,97.02289516,1.349052841,60.45291176
107769.0029,183291.3481,27.05112571,42892.96405,21.15047972,1.001361797,44.50609915,0.553837264,77.84952416,-1.352216082,48.57694084,0.892041407,81.80496783,0.882844878,95.82289516,1.349052841,60.69226698
107769.1621,183291.1186,27.06109023,42893.06984,21.65047972,1.001361797,44.80609915,0.573837264,75.84952416,-1.222216082,48.27694084,0.892041407,80.20496783,0.882844878,93.72289516,1.369052841,60.97157844
107769.3633,183290.8228,27.0728734,42893.18492,21.85047972,1.001361797,45.10609915,0.573837264,74.44952416,-1.152216082,47.97694084,0.882041407,79.20496783,0.892844878,91.22289516,1.369052841,61.32932008
107769.512,183290.6003,27.0828426,42893.28797,21.65047972,0.991361797,45.20609915,0.563837264,73.84952416,-1.112216082,47.77694084,0.882041407,78.90496783,0.892844878,89.22289516,1.369052841,61.59693536
107769.6539,183290.3909,27.0905428,42893.38623,20.94862399,0.991370271,45.00609915,0.563837264,73.74952416,-1.062216082,47.57815681,0.882036219,79.40496783,0.882844878,88.22289516,1.389052841,61.84988589
107769.8363,183290.1202,27.09242467,42893.48453,20.03541719,0.991417741,44.20656752,0.583838018,73.94952416,-1.032216082,47.18181663,0.88201607,80.00496783,0.882845192,88.22289516,1.399052841,62.17630318
107770.0112,183289.859,27.0936488,42893.58131,19.30592086,1.001539968,42.90925126,0.603861135,74.34952416,-0.972216082,46.59123755,0.881973444,79.90905116,0.88284695,89.02289516,1.409056604,62.49065243
107770.1502,183289.6557,27.09629001,42893.68218,18.89051539,1.001604819,41.72924239,0.613965347,74.44880866,-0.921967881,45.89502133,0.881938493,79.04108782,0.8828658,90.12289516,1.409093833,62.73692848
107770.3225,183289.4035,27.10091946,42893.78285,18.89008884,0.991608305,40.93578044,0.59399943,73.94305465,-0.930807538,45.29521116,0.881936933,77.9510497,0.892871351,91.23003899,1.389375251,63.04236608
107770.47,183289.1829,27.11239766,42893.8727,19.09008884,0.991608305,40.43588057,0.573999881,73.02864333,-0.998555983,44.89521116,0.881936933,77.05171078,0.892871439,91.84918311,1.40001875,63.3077349
107770.5969,183288.9956,27.12847927,42893.95807,18.99008884,0.991608305,40.23588057,0.564000734,71.92610819,-1.09812337,44.49521116,0.881936933,76.55187843,0.892871524,91.65297147,1.410119193,63.5339757
107770.7881,183288.7164,27.13724565,42894.0619,18.79008884,0.991608305,40.23588057,0.564000734,70.62548625,-1.188035249,44.19521116,0.881936933,76.15187843,0.892871524,90.85333134,1.410146165,63.87236908
107770.981,183288.4316,27.14395464,42894.18125,18.59008884,0.991608305,40.13588057,0.574000734,69.82548625,-1.208035249,43.99521116,0.881936933,75.95187843,0.892871524,90.05333134,1.410146165,64.21634793
107771.1343,183288.2035,27.15071259,42894.28615,18.39008884,1.001608305,39.83588057,0.594000734,69.72548625,-1.148035249,43.79521116,0.881936933,75.95187843,0.902871524,89.85333134,1.420146165,64.49117606
107771.3605,183287.8618,27.15407944,42894.38412,18.19008884,0.991608305,39.23588057,0.584000734,69.82548625,-1.088035249,43.49521116,0.881936933,75.85187843,0.902871524,89.95333134,1.440146165,64.90096299
107771.4443,183287.736,27.15407944,42894.4836,18.19008884,0.991608305,38.53588057,0.574000734,70.12548625,-1.078035249,43.19521116,0.881936933,75.65187843,0.892871524,90.45333134,1.450146165,65.05211881
107771.5472,183287.5756,27.15107075,42894.58405,18.29008884,0.991608305,38.23588057,0.584000734,70.12548625,-1.078035249,43.19521116,0.881936933,75.15187843,0.892871524,91.25333134,1.440146165,65.24268788
107771.7563,183287.2546,27.15822611,42894.68494,18.49008884,1.001608305,38.43588057,0.594000734,69.92548625,-1.038035249,43.49521116,0.881936933,74.95187843,0.892871524,91.95333134,1.430146165,65.62578553
107771.9067,183287.0206,27.17023251,42894.78466,18.79008884,1.001608305,38.93588057,0.614000734,69.42548625,-0.958035249,43.99521116,0.881936933,75.25187843,0.892871524,91.95333134,1.420146165,65.90395123
107772.0249,183286.8325,27.17190933,42894.87549,19.19008884,1.001608305,39.73588057,0.614000734,69.12548625,-0.908035249,44.49521116,0.881936933,75.65187843,0.882871524,91.65333134,1.410146165,66.12610625
107772.1688,183286.6021,27.1727414,42894.96509,19.69008884,1.001608305,40.43588057,0.604000734,69.22548625,-0.948035249,44.89521116,0.881936933,75.75187843,0.892871524,91.05333134,1.400146165,66.39775192
107772.3394,183286.3311,27.17599892,42895.06994,20.29008884,0.991608305,41.13588057,0.584000734,69.72548625,-0.988035249,45.29521116,0.881936933,75.95187843,0.892871524,90.35333134,1.400146165,66.71797896
107772.5012,183286.0731,27.18287332,42895.18504,20.89008884,0.991608305,42.13588057,0.584000734,70.42548625,-0.988035249,45.89521116,0.881936933,76.55187843,0.882871524,89.65333134,1.410146165,67.02251671
107772.691,183285.7666,27.19569364,42895.28602,21.39008884,0.991608305,43.23588057,0.584000734,71.22548625,-1.008035249,46.59521116,0.881936933,77.35187843,0.882871524,89.05333134,1.420146165,67.38302508
107772.8317,183285.5382,27.21290725,42895.38325,21.69008884,0.991608305,44.13588057,0.574000734,72.42548625,-1.068035249,47.09521116,0.881936933,77.85187843,0.882871524,88.35333134,1.440146165,67.65128438
107772.8339,183285.5347,27.21290725,42895.48332,21.69008884,0.991608305,44.73588057,0.564000734,73.42548625,-1.138035249,47.49521116,0.881936933,78.45187843,0.892871524,87.95333134,1.440146165,67.65541839
107773.0129,183285.2403,27.21795528,42895.58407,21.49008884,0.981608305,44.83588057,0.534000734,74.22548625,-1.238035249,47.79521116,0.881936933,79.15187843,0.892871524,88.45333134,1.430146165,67.99996499
107773.186,183284.957,27.2223134,42895.68367,21.19008884,0.981608305,44.43588057,0.524000734,74.72548625,-1.308035249,47.69521116,0.881936933,79.35187843,0.892871524,89.45333134,1.430146165,68.33196273
107773.3037,183284.7674,27.2223134,42895.78213,21.19008884,0.991608305,44.03588057,0.544000734,75.02548625,-1.298035249,47.59521116,0.881936933,79.15187843,0.892871524,90.25333134,1.440146165,68.55512511
107773.4329,183284.5584,27.22363766,42895.8713,21.39008884,1.001608305,44.03588057,0.584000734,75.22548625,-1.178035249,47.59521116,0.881936933,79.15187843,0.892871524,90.65333134,1.450146165,68.80083559
107773.7009,183284.118,27.23051689,42896.0623,22.09008884,1.001608305,45.23588057,0.634000734,75.32548625,-0.848035249,48.39521116,0.881936933,79.75187843,0.902871524,91.05333134,1.450146165,69.31637042
107773.8718,183283.8539,27.23300322,42896.18004,22.19008884,0.991608305,45.83588057,0.604000734,75.32548625,-0.868035249,48.89521116,0.881936933,80.35187843,0.902871524,90.95333134,1.470146165,69.63094254
107774.2224,183283.3233,27.22721655,42896.38794,22.19008884,0.981608305,46.43588057,0.554000734,76.62548625,-1.028035249,49.09521116,0.881936933,82.25187843,0.892871524,91.65333134,1.470146165,70.26691166
107774.2326,183283.3084,27.22721655,42896.48769,22.29008884,0.981608305,46.73588057,0.584000734,77.62548625,-1.018035249,49.29521116,0.881936933,82.75187843,0.902871524,92.05333134,1.460146165,70.28496852
107774.4312,183283.0153,27.23844915,42896.58516,22.59008884,0.991608305,47.03588057,0.614000734,78.42548625,-0.958035249,49.79521116,0.881936933,82.75187843,0.902871524,92.05333134,1.470146165,70.63901593
107775.0091,183282.1781,27.2837917,42896.96428,23.09008884,0.971608305,48.13588057,0.514000734,78.52548625,-1.288035249,50.19521116,0.881936933,82.65187843,0.902871524,93.25333134,1.470146165,71.65630264
107775.5381,183281.3288,27.25533574,42897.28943,22.19008884,0.981608305,47.13588057,0.544000734,79.72548625,-1.358035249,50.09521116,0.881936933,84.25187843,0.902871524,95.15333134,1.490146165,72.65687822
107776.0734,183280.4701,27.32946067,42897.68278,22.38973816,0.981609899,46.33588057,0.544000734,78.72548625,-1.128035249,50.29529406,0.881935773,83.55187843,0.902871524,97.05333134,1.490146165,73.66876348
107776.367,183280.0613,27.32368229,42897.87291,22.08822672,0.981616793,46.03541657,0.533993593,77.1252512,-1.268025898,49.99562596,0.881930008,83.75258531,0.902871223,96.25341326,1.500152626,74.17207094
107776.6775,183279.6057,27.31317838,42898.06706,22.38685812,1.011623182,46.23468398,0.633982636,77.02417649,-0.997981431,50.09573977,0.881927922,83.55366957,0.902870745,95.45383733,1.520182396,74.72341621
107777.2553,183278.7774,27.35333159,42898.38332,23.28685812,0.991623182,47.93430198,0.593977764,77.82231862,-0.84790612,50.49573977,0.881927922,83.75411118,0.902870547,94.2542886,1.480212831,75.7333339
107778.1545,183277.5159,27.38703674,42898.96643,22.88685812,0.971623182,47.13430198,0.543977764,80.02231862,-1.06790612,50.79573977,0.891927922,84.85411118,0.922870547,98.4542886,1.540212831,77.2825088
107778.6755,183276.7688,27.4067646,42899.28393,21.88685812,0.981623182,45.33430198,0.503977764,77.92231862,-1.59790612,50.19573977,0.891927922,84.15411118,0.912870547,99.5542886,1.550212831,78.19333228
107779.1748,183276.0618,27.41837296,42899.58608,21.08685812,1.001623182,44.13430198,0.583977764,75.42231862,-1.21790612,48.79573977,0.891927922,82.05411118,0.932870547,98.4542886,1.530212831,79.05886651
107779.2606,183275.9417,27.44023279,42899.68548,20.88685812,1.011623182,43.93430198,0.633977764,75.32231862,-0.97790612,48.59573977,0.891927922,82.15411118,0.932870547,98.3542886,1.540212831,79.20646613
107779.7933,183275.2115,27.5274797,42899.96317,20.58685812,1.011623182,44.13430198,0.643977764,77.32231862,-0.67790612,48.59573977,0.881927922,84.05411118,0.912870547,99.7542886,1.560212831,80.11032526
107780.1792,183274.6659,27.51430933,42900.18382,21.28685812,0.981623182,45.33430198,0.543977764,79.62231862,-1.05790612,49.99573977,0.881927922,86.15411118,0.912870547,102.5542886,1.560212831,80.77860527
107780.7028,183273.9847,27.46735422,42900.48239,22.48685812,1.001623182,46.83430198,0.603977764,82.32231862,-1.14790612,52.49573977,0.891927922,89.95411118,0.902870547,107.7542886,1.590212831,81.63778535
107781.4205,183272.9961,27.52418398,42900.96245,25.28685812,0.981623182,52.03430198,0.523977764,84.42231862,-1.35790612,55.49573977,0.891927922,92.35411118,0.922870547,105.8542886,1.600212831,82.85943311
107781.8469,183272.3415,27.55084609,42901.18808,25.88685812,0.991623182,53.13430198,0.563977764,86.72231862,-1.31790612,56.19573977,0.891927922,93.75411118,0.922870547,104.8542886,1.630212831,83.6406617
107782.1659,183271.8027,27.6027223,42901.38529,25.88685812,0.981623182,53.13430198,0.573977764,88.82231862,-0.95790612,56.69573977,0.891927922,94.05411118,0.932870547,106.1542886,1.630212831,84.26681379
107782.3865,183271.4613,27.6098451,42901.58414,25.88685812,0.991623182,53.43430198,0.573977764,89.32231862,-0.98790612,56.89573977,0.891927922,94.05411118,0.922870547,106.9542886,1.600212831,84.67328436
107782.6732,183270.9591,27.62291774,42901.78269,26.08685812,1.001623182,54.03430198,0.613977764,89.52231862,-0.92790612,57.19573977,0.891927922,94.65411118,0.912870547,107.2542886,1.610212831,85.25155915
107782.9504,183270.5185,27.64364523,42901.96728,26.08685812,1.001623182,54.13430198,0.623977764,90.22231862,-0.85790612,57.29573977,0.881927922,95.35411118,0.912870547,108.5542886,1.620212831,85.77210521
107783.4109,183269.7738,27.656,42902.28953,26.28685812,0.991623182,54.73430198,0.583977764,91.32231862,-0.93790612,58.29573977,0.891927922,97.65411118,0.912870547,110.6542886,1.630212831,86.64768407
107783.5753,183269.5317,27.656,42902.38626,26.58685812,0.991623182,55.03430198,0.573977764,91.92231862,-1.01790612,58.59573977,0.891927922,98.15411118,0.912870547,111.3542886,1.640212831,86.9403268
107783.9047,183269.0374,27.66212636,42902.58596,27.28685812,0.991623182,55.53430198,0.553977764,92.02231862,-1.16790612,59.19573977,0.891927922,98.35411118,0.922870547,112.2542886,1.620212831,87.53432752
107784.0659,183268.8064,27.6769616,42902.68768,27.38685812,0.991623182,55.73430198,0.543977764,91.82231862,-1.20790612,59.59573977,0.891927922,98.45411118,0.922870547,112.3542886,1.600212831,87.81601252
107784.2162,183268.5934,27.70067782,42902.78764,27.28685812,0.981623182,55.93430198,0.533977764,91.52231862,-1.23790612,59.79573977,0.891927922,98.55411118,0.922870547,112.4542886,1.600212831,88.07670216
107784.3445,183268.4082,27.71473444,42902.87718,27.38685812,0.991623182,56.03430198,0.533977764,91.42231862,-1.24790612,59.89573977,0.891927922,98.75411118,0.932870547,112.4542886,1.630212831,88.3020018
107784.5157,183268.1636,27.72490232,42902.96343,27.48685812,0.991623182,56.43430198,0.563977764,91.62231862,-1.19790612,60.29573977,0.891927922,99.15411118,0.932870547,112.8542886,1.660212831,88.60056269
107784.6787,183267.9278,27.73020439,42903.06927,27.38685812,1.001623182,56.93430198,0.593977764,92.42231862,-1.08790612,60.69573977,0.891927922,99.95411118,0.942870547,113.4542886,1.680212831,88.8872169
107784.8783,183267.6342,27.73439318,42903.18921,27.18685812,1.001623182,57.23430198,0.603977764,93.32231862,-0.97790612,60.99573977,0.891927922,100.8541112,0.932870547,114.3542886,1.700212831,89.24223961
107785.0426,183267.3932,27.74743738,42903.2899,27.18685812,0.991623182,57.13430198,0.603977764,94.32231862,-0.91790612,60.99573977,0.891927922,101.4541112,0.932870547,115.3542886,1.700212831,89.53391664
107785.5001,183266.7224,27.77496037,42903.58706,27.58685812,0.991623182,57.03430198,0.583977764,96.22231862,-1.02790612,60.99573977,0.891927922,102.4541112,0.932870547,117.4542886,1.700212831,90.34587654
107785.8299,183266.2038,27.76714402,42903.78384,27.88685812,1.001623182,57.93430198,0.613977764,97.82231862,-0.94790612,61.89573977,0.891927922,104.2541112,0.932870547,119.7542886,1.700212831,90.96046096
107786.2902,183265.5373,27.8055444,42904.07083,28.78685812,0.991623182,59.13430198,0.553977764,100.3223186,-1.07790612,64.29573977,0.891927922,108.3541112,0.932870547,125.1542886,1.730212831,91.77045993
107786.4783,183265.2682,27.8215342,42904.18618,29.08685812,0.981623182,58.93430198,0.533977764,99.82231862,-1.20790612,64.49573977,0.891927922,107.9541112,0.932870547,125.5542886,1.750212831,92.09878358
107786.6255,183265.0594,27.82136839,42904.28615,29.38685812,0.981623182,59.03430198,0.523977764,99.02231862,-1.34790612,64.39573977,0.891927922,106.9541112,0.932870547,125.1542886,1.760212831,92.35425429
107786.7681,183264.8505,27.81804557,42904.38338,29.78685812,0.991623182,59.73430198,0.543977764,98.52231862,-1.35790612,64.49573977,0.891927922,106.1541112,0.932870547,124.4542886,1.750212831,92.60718505
107787.1264,183264.331,27.82239778,42904.58017,30.28685812,1.001623182,61.63430198,0.623977764,99.32231862,-0.98790612,65.59573977,0.891927922,106.7541112,0.942870547,122.4542886,1.740212831,93.23826281
107787.2607,183264.1233,27.83951861,42904.68175,30.18685812,1.001623182,62.13430198,0.633977764,100.1223186,-0.83790612,65.99573977,0.891927922,107.6541112,0.942870547,121.9542886,1.760212831,93.48560019
107787.3829,183263.9316,27.86520437,42904.78175,30.18685812,0.991623182,62.43430198,0.633977764,101.1223186,-0.75790612,66.29573977,0.881927922,108.4541112,0.952870547,121.8542886,1.790212831,93.71293635
107787.5376,183263.6972,27.8729126,42904.87263,30.58685812,0.991623182,62.83430198,0.623977764,102.1223186,-0.71790612,66.49573977,0.891927922,108.9541112,0.952870547,121.9542886,1.810212831,93.99378408
107787.6731,183263.4839,27.87880957,42904.96098,30.88685812,0.991623182,63.23430198,0.633977764,103.3223186,-0.70790612,66.69573977,0.891927922,109.2541112,0.952870547,122.5542886,1.810212831,94.24648379
107787.8279,183263.2312,27.89870209,42905.06834,31.08685812,1.001623182,64.03430198,0.643977764,104.7223186,-0.70790612,67.09573977,0.891927922,109.8541112,0.952870547,123.3542886,1.800212831,94.54282874
107788.0165,183262.923,27.92305598,42905.18699,31.18685812,1.001622986,65.03430198,0.643977764,106.0223186,-0.70790612,67.69587583,0.881921919,111.0541112,0.942869178,124.5542886,1.790212831,94.90415574
107788.1421,183262.7181,27.92522984,42905.28869,31.28685812,0.991622986,65.73430198,0.613977764,107.0223186,-0.75790612,68.49587583,0.881921919,112.8541112,0.942869178,125.8542886,1.790212831,95.14448753
107788.5445,183262.0512,27.90715074,42905.58005,31.48685812,0.981622986,64.73430198,0.513977764,108.2223186,-1.32790612,68.69587583,0.891921919,113.1541112,0.932869178,128.0542886,1.820212831,95.92338506
107789.4007,183260.2734,27.94046505,42906.28728,26.48685812,0.941622986,58.23430198,0.433977764,107.8223186,-1.40790612,64.79587583,0.881921919,113.8541112,0.972869178,133.5542886,1.900212831,97.89661877
107789.5554,183259.692,27.95505521,42906.48441,24.28685812,0.961622986,53.33430198,0.453977764,106.2223186,-1.53790612,63.19587583,0.881921919,112.2541112,0.962869178,139.7542886,1.920212831,98.49824827
107789.7221,183258.8634,28.00828101,42906.87593,26.38685812,0.991622986,52.83430198,0.573977764,97.52231862,-1.11790612,62.29587583,0.891921919,106.8541112,0.942869178,138.2542886,1.930212831,99.34345052
107789.7619,183258.5579,28.01876361,42906.966,26.98685812,0.991622986,54.33430198,0.593977764,96.32231862,-1.06790612,62.79587583,0.891921919,106.2541112,0.942869178,135.8542886,1.910212831,99.65153215
107789.8029,183258.2213,28.02577145,42907.1851,26.98685812,0.991622986,56.43430198,0.613977764,95.22231862,-0.94790612,63.29587583,0.891921919,107.1541112,0.942869178,131.5542886,1.860212831,99.99061999
107789.8532,183257.8809,28.0359806,42907.28691,26.58685812,0.991622986,56.63430198,0.583977764,95.42231862,-0.99790612,63.09587583,0.891921919,107.5541112,0.952869178,130.2542886,1.850212831,100.3347163
